UniProtKB_AC,UniProtKB_ID,GeneID,RefSeq,PDB,UniParc,NCBI_taxon,EMBL_CDS,Ensembl,target,ncbi_code
A0A013S7X5,A0A013S7X5_9GAMM,,WP_032035194.1,,UPI00044AB5F2,1310791,EXS30544.1,,EXS30544.1,WP_032035194.1
A0A013S0B7,A0A013S0B7_9GAMM,,WP_032037018.1,,UPI00044D0B32,1310791,EXS27724.1,,EXS27724.1,WP_032037018.1
A0A013S059,A0A013S059_9GAMM,,WP_032037020.1,,UPI00044C6A6C,1310791,EXS27694.1,,EXS27694.1,WP_032037020.1
A0A013TCV2,A0A013TCV2_9GAMM,,WP_032037014.1,,UPI00044CF8F7,1310791,EXS27678.1,,EXS27678.1,WP_032037014.1
A0A013T337,A0A013T337_9GAMM,,,,UPI000452D927,1310791,EXS27621.1,,EXS27621.1,EXS27621.1
A0A013S987,A0A013S987_9GAMM,,WP_032037011.1,,UPI000451A37A,1310791,EXS27617.1,,EXS27617.1,WP_032037011.1
A0A013S981,A0A013S981_9GAMM,,,,UPI0004515ECD,1310791,EXS27612.1,,EXS27612.1,EXS27612.1
A0A013S976,A0A013S976_9GAMM,,WP_032037013.1,,UPI00044EBCD6,1310791,EXS27607.1,,EXS27607.1,WP_032037013.1
A0A013TAD2,A0A013TAD2_9GAMM,,WP_032037620.1,,UPI000451B4B8,1310791,EXS26798.1,,EXS26798.1,WP_032037620.1
A0A013RXJ1,A0A013RXJ1_9GAMM,,WP_032037617.1,,UPI0004505C97,1310791,EXS26749.1,,EXS26749.1,WP_032037617.1
A0A011V5V3,A0A011V5V3_RUMAL,,WP_037284116.1,,UPI000448EB6F,1341156,EXM40897.1,,EXM40897.1,WP_037284116.1
A0A011W1U5,A0A011W1U5_RUMAL,,WP_024858660.1,,UPI00044D4A39,1341156,EXM40813.1,,EXM40813.1,WP_024858660.1
A0A011WUW0,A0A011WUW0_RUMAL,,WP_013499452.1,,UPI0001E08215,1341156,EXM40810.1,,EXM40810.1,WP_013499452.1
A0A011UJG8,A0A011UJG8_RUMAL,,WP_037285142.1,,UPI000452846B,1341156,EXM40809.1,,EXM40809.1,WP_037285142.1
A0A011V4J2,A0A011V4J2_RUMAL,,WP_037284124.1,,UPI00044FF779,1341156,EXM40412.1,,EXM40412.1,WP_037284124.1
A0A011VYK6,A0A011VYK6_RUMAL,,WP_037284121.1,,UPI00044B8D88,1341156,EXM40411.1,,EXM40411.1,WP_037284121.1
A0A011WTR5,A0A011WTR5_RUMAL,,WP_024857222.1,,UPI0004483481,1341156,EXM40410.1,,EXM40410.1,WP_024857222.1
A0A011UIA1,A0A011UIA1_RUMAL,,,,UPI0004469284,1341156,EXM40409.1,,EXM40409.1,EXM40409.1
A0A011W0T4,A0A011W0T4_RUMAL,,WP_037284113.1,,UPI000449BBEE,1341156,EXM40408.1,,EXM40408.1,WP_037284113.1
A0A011V4I8,A0A011V4I8_RUMAL,,,,UPI000452B015,1341156,EXM40407.1,,EXM40407.1,EXM40407.1
A0A013SDR8,A0A013SDR8_9GAMM,,WP_033850654.1,,UPI000451911F,1310764,EXS32644.1,,EXS32644.1,WP_033850654.1
A0A011VYK3,A0A011VYK3_RUMAL,,WP_037284108.1,,UPI00045246CC,1341156,EXM40406.1,,EXM40406.1,WP_037284108.1
A0A013UR83,A0A013UR83_9GAMM,,,,UPI0004515ECD,1310764,EXS32645.1,,EXS32645.1,EXS32645.1
A0A013TS90,A0A013TS90_9GAMM,,WP_033850658.1,,UPI0004457134,1310764,EXS32648.1,,EXS32648.1,WP_033850658.1
A0A013TSJ3,A0A013TSJ3_9GAMM,,WP_033847517.1,,UPI000448B6B4,1310764,EXS36306.1,,EXS36306.1,WP_033847517.1
A0A013V1Z6,A0A013V1Z6_9GAMM,,,,UPI00044E1482,1310764,EXS36305.1,,EXS36305.1,EXS36305.1
A0A013SP43,A0A013SP43_9GAMM,,,,UPI00044967C7,1310764,EXS36304.1,,EXS36304.1,EXS36304.1
A0A013U335,A0A013U335_9GAMM,,,,UPI0004490425,1310764,EXS36303.1,,EXS36303.1,EXS36303.1
A0A013SYU9,A0A013SYU9_9GAMM,,,,UPI0004481D52,1310764,EXS36302.1,,EXS36302.1,EXS36302.1
A0A013TSJ0,A0A013TSJ0_9GAMM,,WP_033847510.1,,UPI0004477DA5,1310764,EXS36301.1,,EXS36301.1,WP_033847510.1
A0A013V1Z2,A0A013V1Z2_9GAMM,,,,UPI00044582AE,1310764,EXS36300.1,,EXS36300.1,EXS36300.1
A0A013TRM8,A0A013TRM8_9GAMM,,WP_005802091.1,,UPI0001CF7457,1310764,EXS35996.1,,EXS35996.1,WP_005802091.1
A0A013V108,A0A013V108_9GAMM,,WP_033847243.1,,UPI0004528C3D,1310764,EXS35995.1,,EXS35995.1,WP_033847243.1
A0A013SN58,A0A013SN58_9GAMM,,WP_033847240.1,,UPI0004491C81,1310764,EXS35994.1,,EXS35994.1,WP_033847240.1
A0A013U239,A0A013U239_9GAMM,,WP_033847238.1,,UPI00044AC57F,1310764,EXS35993.1,,EXS35993.1,WP_033847238.1
A0A013SXT2,A0A013SXT2_9GAMM,,,,UPI0004464912,1310764,EXS35992.1,,EXS35992.1,EXS35992.1
A0A013TRM3,A0A013TRM3_9GAMM,,WP_033847234.1,,UPI00044D41EA,1310764,EXS35991.1,,EXS35991.1,WP_033847234.1
A0A013V102,A0A013V102_9GAMM,60753751,WP_002121060.1,,UPI0001CF745D,1310764,EXS35990.1,,EXS35990.1,WP_002121060.1
A0A013SN53,A0A013SN53_9GAMM,,WP_002121042.1,,UPI0001CF745E,1310764,EXS35989.1,,EXS35989.1,WP_002121042.1
A0A013U233,A0A013U233_9GAMM,,WP_002121066.1,,UPI000200BE21,1310764,EXS35988.1,,EXS35988.1,WP_002121066.1
A0A013SMW9,A0A013SMW9_9GAMM,,WP_033847136.1,,UPI00044A386D,1310764,EXS35904.1,,EXS35904.1,WP_033847136.1
A0A013U1U8,A0A013U1U8_9GAMM,,WP_033847135.1,,UPI000452F97D,1310764,EXS35903.1,,EXS35903.1,WP_033847135.1
A0A013SXJ5,A0A013SXJ5_9GAMM,,,,UPI00044E319F,1310764,EXS35902.1,,EXS35902.1,EXS35902.1
A0A013TRC1,A0A013TRC1_9GAMM,,,,UPI00044C176E,1310764,EXS35901.1,,EXS35901.1,EXS35901.1
A0A013V0Q5,A0A013V0Q5_9GAMM,,WP_033847133.1,,UPI00044D2466,1310764,EXS35900.1,,EXS35900.1,WP_033847133.1
A0A013SMW5,A0A013SMW5_9GAMM,,WP_017481053.1,,UPI000345C8E0,1310764,EXS35899.1,,EXS35899.1,WP_017481053.1
A0A013TVZ3,A0A013TVZ3_9GAMM,,WP_032052144.1,,UPI00044AD206,1310764,EXS33903.1,,EXS33903.1,WP_032052144.1
A0A013SRT8,A0A013SRT8_9GAMM,,WP_033850008.1,,UPI000449F134,1310764,EXS33902.1,,EXS33902.1,WP_033850008.1
A0A013SHA9,A0A013SHA9_9GAMM,,,,UPI00029E6261,1310764,EXS33899.1,,EXS33899.1,EXS33899.1
A0A013TVY9,A0A013TVY9_9GAMM,,WP_002113649.1,,UPI0001CF7506,1310764,EXS33898.1,,EXS33898.1,WP_002113649.1
A0A013UR88,A0A013UR88_9GAMM,,WP_033850661.1,,UPI00044EA02B,1310764,EXS32650.1,,EXS32650.1,WP_033850661.1
A0A013TH30,A0A013TH30_9GAMM,,,,UPI000200BD97,1310764,EXS32646.1,,EXS32646.1,EXS32646.1
A0A011V490,A0A011V490_RUMAL,,WP_037287300.1,,UPI00044E2450,1341156,EXM40297.1,,EXM40297.1,WP_037287300.1
A0A011WTD4,A0A011WTD4_RUMAL,,WP_037287291.1,,UPI000452190B,1341156,EXM40295.1,,EXM40295.1,WP_037287291.1
A0A011W0E6,A0A011W0E6_RUMAL,,WP_037287287.1,,UPI00044EB722,1341156,EXM40293.1,,EXM40293.1,WP_037287287.1
A0A011PBH8,A0A011PBH8_9PROT,,,,UPI00044D6FCC,1454005,EXI92358.1,,EXI92358.1,EXI92358.1
A0A011QT81,A0A011QT81_9PROT,,,,UPI00045204CE,1454005,EXI92355.1,,EXI92355.1,EXI92355.1
A0A011PAP2,A0A011PAP2_9PROT,,,,UPI000452554D,1454005,EXI92073.1,,EXI92073.1,EXI92073.1
A0A011QS07,A0A011QS07_9PROT,,,,UPI00044B0A33,1454005,EXI92072.1,,EXI92072.1,EXI92072.1
A0A011PXF4,A0A011PXF4_9PROT,,,,UPI0004455C4D,1454005,EXI92071.1,,EXI92071.1,EXI92071.1
A0A011P751,A0A011P751_ACCRE,,,,UPI0004477079,522306,EXI90798.1,,EXI90798.1,EXI90798.1
A0A011QN97,A0A011QN97_ACCRE,,,,UPI00044D5716,522306,EXI90797.1,,EXI90797.1,EXI90797.1
A0A011PTR6,A0A011PTR6_ACCRE,,,,UPI0004536D5C,522306,EXI90796.1,,EXI90796.1,EXI90796.1
A0A011QNN7,A0A011QNN7_ACCRE,,,,UPI000450FC44,522306,EXI90680.1,,EXI90680.1,EXI90680.1
A0A011RHI9,A0A011RHI9_ACCRE,,,,UPI000445E697,522306,EXI90679.1,,EXI90679.1,EXI90679.1
A0A011P6T2,A0A011P6T2_ACCRE,,,,UPI00044B39C0,522306,EXI90678.1,,EXI90678.1,EXI90678.1
A0A011QMX6,A0A011QMX6_ACCRE,,,,UPI00044C564E,522306,EXI90677.1,,EXI90677.1,EXI90677.1
A0A011PTE7,A0A011PTE7_ACCRE,,,,UPI00044693B9,522306,EXI90676.1,,EXI90676.1,EXI90676.1
A0A011RHI4,A0A011RHI4_ACCRE,,,,UPI0004490078,522306,EXI90674.1,,EXI90674.1,EXI90674.1
A0A011P6S7,A0A011P6S7_ACCRE,,,,UPI0004504A1C,522306,EXI90673.1,,EXI90673.1,EXI90673.1
A0A011QMX0,A0A011QMX0_ACCRE,,,,UPI00044E37C6,522306,EXI90672.1,,EXI90672.1,EXI90672.1
A0A011P4G0,A0A011P4G0_ACCRE,,,,UPI00044FC095,522306,EXI89843.1,,EXI89843.1,EXI89843.1
A0A011PQZ7,A0A011PQZ7_ACCRE,,,,UPI00044F5518,522306,EXI89841.1,,EXI89841.1,EXI89841.1
A0A011QLD4,A0A011QLD4_ACCRE,,,,UPI0004475F17,522306,EXI89840.1,,EXI89840.1,EXI89840.1
A0A011QJH6,A0A011QJH6_ACCRE,,,,UPI00044E41CB,522306,EXI89200.1,,EXI89200.1,EXI89200.1
A0A011RD86,A0A011RD86_ACCRE,,,,UPI00045043D7,522306,EXI89199.1,,EXI89199.1,EXI89199.1
A0A011P2J0,A0A011P2J0_ACCRE,,,,UPI000447F7C6,522306,EXI89198.1,,EXI89198.1,EXI89198.1
A0A011QIL4,A0A011QIL4_ACCRE,,,,UPI00044FAA00,522306,EXI88880.1,,EXI88880.1,EXI88880.1
A0A011QG32,A0A011QG32_ACCRE,,,,UPI00044C6931,522306,EXI88297.1,,EXI88297.1,EXI88297.1
A0A011NZI3,A0A011NZI3_ACCRE,,,,UPI00044C4845,522306,EXI88118.1,,EXI88118.1,EXI88118.1
A0A011NZH8,A0A011NZH8_ACCRE,,,,UPI000290D80A,522306,EXI88113.1,,EXI88113.1,EXI88113.1
A0A011QEJ4,A0A011QEJ4_ACCRE,,,,UPI000448EBC0,522306,EXI87470.1,,EXI87470.1,EXI87470.1
A0A011RMI6,A0A011RMI6_9PROT,,,,UPI0004515616,1454005,EXI92359.1,,EXI92359.1,EXI92359.1
A0A011QT88,A0A011QT88_9PROT,,,,UPI000451A0CE,1454005,EXI92360.1,,EXI92360.1,EXI92360.1
A0A011PY65,A0A011PY65_9PROT,,,,UPI000445ED64,1454005,EXI92361.1,,EXI92361.1,EXI92361.1
A0A011QST0,A0A011QST0_9PROT,,,,UPI00045287EF,1454005,EXI92362.1,,EXI92362.1,EXI92362.1
A0A011UGX3,A0A011UGX3_RUMAL,,WP_037287303.1,,UPI00044E56E4,1341156,EXM39924.1,,EXM39924.1,WP_037287303.1
A0A011VZF5,A0A011VZF5_RUMAL,,WP_002847518.1,,UPI0001FB4224,1341156,EXM39923.1,,EXM39923.1,WP_002847518.1
A0A011V392,A0A011V392_RUMAL,,,,UPI0004495E86,1341156,EXM39922.1,,EXM39922.1,EXM39922.1
A0A011VXC2,A0A011VXC2_RUMAL,,WP_037287293.1,,UPI0004507CF2,1341156,EXM39921.1,,EXM39921.1,WP_037287293.1
A0A011VV44,A0A011VV44_RUMAL,,WP_024858569.1,,UPI0004469E46,1341156,EXM39116.1,,EXM39116.1,WP_024858569.1
A0A011WQ37,A0A011WQ37_RUMAL,,WP_037287917.1,,UPI00044C33E8,1341156,EXM39115.1,,EXM39115.1,WP_037287917.1
A0A011VUX5,A0A011VUX5_RUMAL,,WP_037288472.1,,UPI000447C670,1341156,EXM39026.1,,EXM39026.1,WP_037288472.1
A0A011WPW7,A0A011WPW7_RUMAL,,WP_037288468.1,,UPI00045111ED,1341156,EXM39025.1,,EXM39025.1,WP_037288468.1
A0A011V0P4,A0A011V0P4_RUMAL,,,,UPI00044AEB68,1341156,EXM39022.1,,EXM39022.1,EXM39022.1
A0A011UEJ5,A0A011UEJ5_RUMAL,,,,UPI000448FADB,1341156,EXM39019.1,,EXM39019.1,EXM39019.1
A0A011VWS1,A0A011VWS1_RUMAL,,WP_037288455.1,,UPI00044F4EA7,1341156,EXM39018.1,,EXM39018.1,WP_037288455.1
A0A011WP20,A0A011WP20_RUMAL,,WP_037287926.1,,UPI0004478032,1341156,EXM38770.1,,EXM38770.1,WP_037287926.1
A0A011UDR4,A0A011UDR4_RUMAL,,WP_037287925.1,,UPI00044D4134,1341156,EXM38769.1,,EXM38769.1,WP_037287925.1
A0A011QB36,A0A011QB36_ACCRE,,,,UPI00044590DE,522306,EXI86335.1,,EXI86335.1,EXI86335.1
A0A011WP17,A0A011WP17_RUMAL,,WP_024858571.1,,UPI000451F54D,1341156,EXM38765.1,,EXM38765.1,WP_024858571.1
A0A011T8P9,A0A011T8P9_9HYPH,,,,UPI0004466770,69279,EXL07944.1,,EXL07944.1,EXL07944.1
A0A011TDY6,A0A011TDY6_9HYPH,,WP_035031825.1,,UPI00044A846A,69279,EXL02122.1,,EXL02122.1,WP_035031825.1
A0A011U7K7,A0A011U7K7_9HYPH,,WP_035031837.1,,UPI00044EBDBB,69279,EXL02086.1,,EXL02086.1,WP_035031837.1
A0A011V0Y4,A0A011V0Y4_9HYPH,,WP_035031835.1,,UPI000449D9C6,69279,EXL02085.1,,EXL02085.1,WP_035031835.1
A0A011U8C0,A0A011U8C0_9HYPH,,,,UPI000445CDE9,69279,EXL02083.1,,EXL02083.1,EXL02083.1
A0A011TZJ7,A0A011TZJ7_9MICO,,WP_036289668.1,,UPI00044F32AF,1451261,EXJ51075.1,,EXJ51075.1,WP_036289668.1
A0A011T5C8,A0A011T5C8_9MICO,,,,UPI0003A9BD8A,1451261,EXJ51074.1,,EXJ51074.1,EXJ51074.1
A0A011QU09,A0A011QU09_9PROT,,,,UPI000451D846,1454005,EXI92812.1,,EXI92812.1,EXI92812.1
A0A011PZE2,A0A011PZE2_9PROT,,,,UPI000448C8AD,1454005,EXI92811.1,,EXI92811.1,EXI92811.1
A0A011QUI0,A0A011QUI0_9PROT,,,,UPI0004529F19,1454005,EXI92810.1,,EXI92810.1,EXI92810.1
A0A011PCL7,A0A011PCL7_9PROT,,,,UPI00045171DE,1454005,EXI92773.1,,EXI92773.1,EXI92773.1
A0A011QTW3,A0A011QTW3_9PROT,,,,UPI00044B2558,1454005,EXI92772.1,,EXI92772.1,EXI92772.1
A0A011PBI3,A0A011PBI3_9PROT,,,,UPI000448F6CF,1454005,EXI92363.1,,EXI92363.1,EXI92363.1
A0A011TUX4,A0A011TUX4_9HYPH,,,,UPI00045347A5,69279,EXL07947.1,,EXL07947.1,EXL07947.1
A0A011N301,A0A011N301_9PROT,,,,UPI00045174C8,1454001,EXI69271.1,,EXI69271.1,EXI69271.1
A0A011NW94,A0A011NW94_9PROT,,,,UPI00044CA6E2,1454001,EXI68892.1,,EXI68892.1,EXI68892.1
A0A011N1S9,A0A011N1S9_9PROT,,,,UPI000450C0B5,1454001,EXI68861.1,,EXI68861.1,EXI68861.1
A0A009PHL7,A0A009PHL7_ACIBA,,WP_023896087.1,,UPI0003D2463D,1310607,EXC08582.1,,EXC08582.1,WP_023896087.1
A0A009Q1E7,A0A009Q1E7_ACIBA,,WP_000350419.1,,UPI0000F2F78C,1310607,EXC08581.1,,EXC08581.1,WP_000350419.1
A0A009PJF7,A0A009PJF7_ACIBA,,,,UPI00017303D3,1310607,EXC08580.1,,EXC08580.1,EXC08580.1
A0A009QE64,A0A009QE64_ACIBA,,,,UPI000165ED83,1310607,EXC08579.1,,EXC08579.1,EXC08579.1
A0A009QM95,A0A009QM95_ACIBA,,WP_023896085.1,,UPI0003D2453B,1310607,EXC08578.1,,EXC08578.1,WP_023896085.1
A0A009PHL1,A0A009PHL1_ACIBA,66395499,WP_000731728.1,,UPI000165F15A,1310607,EXC08577.1,,EXC08577.1,WP_000731728.1
A0A009Q1E2,A0A009Q1E2_ACIBA,,WP_031955466.1,,UPI000447D3E9,1310607,EXC08576.1,,EXC08576.1,WP_031955466.1
A0A009Q060,A0A009Q060_ACIBA,,WP_032059101.1,,UPI00044FC77E,1310607,EXC08123.1,,EXC08123.1,WP_032059101.1
A0A009PIB4,A0A009PIB4_ACIBA,,,,UPI0002B9FE86,1310607,EXC08122.1,,EXC08122.1,EXC08122.1
A0A009QD22,A0A009QD22_ACIBA,,WP_001007578.1,,UPI0002B9151C,1310607,EXC08121.1,,EXC08121.1,WP_001007578.1
A0A009PHG2,A0A009PHG2_ACIBA,,WP_032059247.1,,UPI0004459B1A,1310607,EXC07827.1,,EXC07827.1,WP_032059247.1
A0A009PFK7,A0A009PFK7_ACIBA,,,,UPI000451ABF0,1310607,EXC07824.1,,EXC07824.1,EXC07824.1
A0A009PDX8,A0A009PDX8_ACIBA,,,,UPI000165E331,1310607,EXC06285.1,,EXC06285.1,EXC06285.1
A0A009QGP9,A0A009QGP9_ACIBA,,WP_023897082.1,,UPI0003D26A4F,1310607,EXC06283.1,,EXC06283.1,WP_023897082.1
A0A009QGN4,A0A009QGN4_ACIBA,,,,UPI000446B2FE,1310607,EXC06254.1,,EXC06254.1,EXC06254.1
A0A009PC58,A0A009PC58_ACIBA,,WP_032059675.1,,UPI00044B901B,1310607,EXC06253.1,,EXC06253.1,WP_032059675.1
A0A009PAK8,A0A009PAK8_ACIBA,66397251,WP_001024697.1,,UPI000165E4C1,1310607,EXC05565.1,,EXC05565.1,WP_001024697.1
A0A009PTZ0,A0A009PTZ0_ACIBA,66397250,WP_000490551.1,,UPI000165E4C0,1310607,EXC05564.1,,EXC05564.1,WP_000490551.1
A0A009PC64,A0A009PC64_ACIBA,66397249,WP_000486120.1,,UPI0001AEF430,1310607,EXC05563.1,,EXC05563.1,WP_000486120.1
A0A009QF22,A0A009QF22_ACIBA,,,,UPI00044DCB1A,1310607,EXC05561.1,,EXC05561.1,EXC05561.1
A0A009PAK3,A0A009PAK3_ACIBA,66397246,WP_000086293.1,,UPI0000F2FBE4,1310607,EXC05560.1,,EXC05560.1,WP_000086293.1
A0A009PTY3,A0A009PTY3_ACIBA,,,,UPI00044CD3D5,1310607,EXC05559.1,,EXC05559.1,EXC05559.1
A0A009PC54,A0A009PC54_ACIBA,,,,UPI000165E3F8,1310607,EXC05558.1,,EXC05558.1,EXC05558.1
A0A009Q737,A0A009Q737_ACIBA,66397243,WP_001271636.1,,UPI000165E3F7,1310607,EXC05557.1,,EXC05557.1,WP_001271636.1
A0A009PRP5,A0A009PRP5_ACIBA,,WP_000414929.1,,UPI000165E22A,1310607,EXC04491.1,,EXC04491.1,WP_000414929.1
A0A009P9X0,A0A009P9X0_ACIBA,66397202,WP_000095308.1,,UPI0001785FF9,1310607,EXC04490.1,,EXC04490.1,WP_000095308.1
A0A009P8A9,A0A009P8A9_ACIBA,,,,UPI000165E22E,1310607,EXC04487.1,,EXC04487.1,EXC04487.1
A0A009QMA0,A0A009QMA0_ACIBA,,WP_000224845.1,,UPI00028184C4,1310607,EXC08583.1,,EXC08583.1,WP_000224845.1
A0A009PRP1,A0A009PRP1_ACIBA,,WP_000922090.1,,UPI0002B9FCBA,1310607,EXC04486.1,,EXC04486.1,WP_000922090.1
A0A009QE70,A0A009QE70_ACIBA,,WP_032058974.1,,UPI00044BF844,1310607,EXC08584.1,,EXC08584.1,WP_032058974.1
A0A009PIA3,A0A009PIA3_ACIBA,,WP_032058928.1,,UPI0004461380,1310607,EXC08880.1,,EXC08880.1,WP_032058928.1
A0A009REL5,A0A009REL5_9GAMM,,WP_032062276.1,,UPI00044EEFFF,1310637,EXC30215.1,,EXC30215.1,WP_032062276.1
A0A009QX11,A0A009QX11_9GAMM,,WP_032062274.1,,UPI0004457E79,1310637,EXC30214.1,,EXC30214.1,WP_032062274.1
A0A009QPH2,A0A009QPH2_9GAMM,,,,UPI00045040E7,1310637,EXC27830.1,,EXC27830.1,EXC27830.1
A0A009R8T8,A0A009R8T8_9GAMM,,WP_032063205.1,,UPI00045121BE,1310637,EXC27829.1,,EXC27829.1,WP_032063205.1
A0A009QRE0,A0A009QRE0_9GAMM,,WP_032055603.1,,UPI00044D9C40,1310637,EXC27828.1,,EXC27828.1,WP_032055603.1
A0A009RLP9,A0A009RLP9_9GAMM,,,,UPI0004474CD9,1310637,EXC27827.1,,EXC27827.1,EXC27827.1
A0A009RUN3,A0A009RUN3_9GAMM,,,,UPI000448F8C8,1310637,EXC27826.1,,EXC27826.1,EXC27826.1
A0A009QPG6,A0A009QPG6_9GAMM,,WP_032055608.1,,UPI000453AB74,1310637,EXC27825.1,,EXC27825.1,WP_032055608.1
A0A009R8T4,A0A009R8T4_9GAMM,,,,UPI000446CFC2,1310637,EXC27824.1,,EXC27824.1,EXC27824.1
A0A009QRD5,A0A009QRD5_9GAMM,,WP_005073564.1,,UPI0002CFEAAB,1310637,EXC27823.1,,EXC27823.1,WP_005073564.1
A0A009RLP3,A0A009RLP3_9GAMM,,,,UPI0004521FDC,1310637,EXC27822.1,,EXC27822.1,EXC27822.1
A0A009RKJ2,A0A009RKJ2_9GAMM,,WP_000113715.1,,UPI00026E17B9,1310637,EXC27379.1,,EXC27379.1,WP_000113715.1
A0A009RTM1,A0A009RTM1_9GAMM,,WP_017403376.1,,UPI0002F42558,1310637,EXC27378.1,,EXC27378.1,WP_017403376.1
A0A009QNC9,A0A009QNC9_9GAMM,,,,UPI00044622C1,1310637,EXC27377.1,,EXC27377.1,EXC27377.1
A0A009R7N0,A0A009R7N0_9GAMM,,WP_017386088.1,,UPI00031735F9,1310637,EXC27376.1,,EXC27376.1,WP_017386088.1
A0A009QQ76,A0A009QQ76_9GAMM,,WP_017386087.1,,UPI000313CFED,1310637,EXC27375.1,,EXC27375.1,WP_017386087.1
A0A009RKI5,A0A009RKI5_9GAMM,,WP_002113715.1,,UPI0001CF7487,1310637,EXC27374.1,,EXC27374.1,WP_002113715.1
A0A009R6W0,A0A009R6W0_9GAMM,,WP_032063445.1,,UPI00044D3884,1310637,EXC27095.1,,EXC27095.1,WP_032063445.1
A0A009QPE7,A0A009QPE7_9GAMM,,,,UPI0002CED9C8,1310637,EXC27094.1,,EXC27094.1,EXC27094.1
A0A009RHN7,A0A009RHN7_9GAMM,,WP_032057429.1,,UPI0004477CFA,1310637,EXC26137.1,,EXC26137.1,WP_032057429.1
A0A009QKI3,A0A009QKI3_9GAMM,,WP_032057427.1,,UPI00044B2940,1310637,EXC26135.1,,EXC26135.1,WP_032057427.1
A0A009RHG0,A0A009RHG0_9GAMM,,WP_032063770.1,,UPI00044AEBB3,1310637,EXC26056.1,,EXC26056.1,WP_032063770.1
A0A009RQJ6,A0A009RQJ6_9GAMM,,WP_032003919.1,,UPI000450C23F,1310637,EXC26055.1,,EXC26055.1,WP_032003919.1
A0A009R4L5,A0A009R4L5_9GAMM,,WP_032063767.1,,UPI000447F74A,1310637,EXC26053.1,,EXC26053.1,WP_032063767.1
A0A009RQJ0,A0A009RQJ0_9GAMM,,WP_032063763.1,,UPI0004492CFC,1310637,EXC26050.1,,EXC26050.1,WP_032063763.1
A0A009Q512,A0A009Q512_ACIBA,,WP_006581949.1,,UPI00028C2C4E,1310607,EXC09920.1,,EXC09920.1,WP_006581949.1
A0A009QN05,A0A009QN05_ACIBA,,WP_000531468.1,,UPI0002893DEE,1310607,EXC08881.1,,EXC08881.1,WP_000531468.1
A0A009PKB0,A0A009PKB0_ACIBA,,WP_032058925.1,,UPI00044C7A28,1310607,EXC08878.1,,EXC08878.1,WP_032058925.1
A0A009PRG9,A0A009PRG9_ACIBA,,WP_032060168.1,,UPI0004494478,1310607,EXC04300.1,,EXC04300.1,WP_032060168.1
A0A009P817,A0A009P817_ACIBA,,,,UPI00044BCC74,1310607,EXC04296.1,,EXC04296.1,EXC04296.1
A0A009MKB7,A0A009MKB7_9GAMM,,WP_002113802.1,,UPI0001CF7503,1310652,EXB78154.1,,EXB78154.1,WP_002113802.1
A0A009HHP4,A0A009HHP4_ACIB9,,WP_032051791.1,,UPI00044B8437,1310613,EXB03722.1,,EXB03722.1,WP_032051791.1
A0A009IGF5,A0A009IGF5_ACIB9,,WP_032051788.1,,UPI000452F46F,1310613,EXB03719.1,,EXB03719.1,WP_032051788.1
A0A009IIT6,A0A009IIT6_ACIB9,,,,UPI00044E3503,1310613,EXB03718.1,,EXB03718.1,EXB03718.1
A0A009HHN9,A0A009HHN9_ACIB9,,WP_032051787.1,,UPI00044CFF23,1310613,EXB03717.1,,EXB03717.1,WP_032051787.1
A0A009HZC7,A0A009HZC7_ACIB9,,WP_032051786.1,,UPI00044CA1AD,1310613,EXB03716.1,,EXB03716.1,WP_032051786.1
A0A009HKZ4,A0A009HKZ4_ACIB9,,WP_032039068.1,,UPI0004532653,1310613,EXB03715.1,,EXB03715.1,WP_032039068.1
A0A009HSJ9,A0A009HSJ9_9GAMM,,WP_017385775.1,,UPI0002F12509,1310608,EXB01306.1,,EXB01306.1,WP_017385775.1
A0A009I9H3,A0A009I9H3_9GAMM,,WP_017402805.1,,UPI000301BFBD,1310608,EXB01304.1,,EXB01304.1,WP_017402805.1
A0A009H913,A0A009H913_9GAMM,,WP_002113649.1,,UPI0001CF7506,1310608,EXA99439.1,,EXA99439.1,WP_002113649.1
A0A009I466,A0A009I466_9GAMM,,,,UPI00029E6261,1310608,EXA99438.1,,EXA99438.1,EXA99438.1
A0A009HLZ4,A0A009HLZ4_9GAMM,,WP_017386921.1,,UPI0002EE5F30,1310608,EXA99435.1,,EXA99435.1,WP_017386921.1
A0A009H908,A0A009H908_9GAMM,,WP_017403211.1,,UPI000316C7B7,1310608,EXA99434.1,,EXA99434.1,WP_017403211.1
A0A009HZV2,A0A009HZV2_9GAMM,,,,UPI00044A3F3B,1310608,EXA97818.1,,EXA97818.1,EXA97818.1
A0A009I1M2,A0A009I1M2_9GAMM,,WP_032048971.1,,UPI0004501664,1310608,EXA97817.1,,EXA97817.1,WP_032048971.1
A0A009H166,A0A009H166_9GAMM,,WP_032048970.1,,UPI0004487F85,1310608,EXA97816.1,,EXA97816.1,WP_032048970.1
A0A009HZ56,A0A009HZ56_9GAMM,,,,UPI0003114195,1310608,EXA96942.1,,EXA96942.1,EXA96942.1
A0A009HTK2,A0A009HTK2_9GAMM,,WP_021511117.1,,UPI000397E1FC,1310608,EXA95533.1,,EXA95533.1,WP_021511117.1
A0A009HT54,A0A009HT54_9GAMM,,WP_017386087.1,,UPI000313CFED,1310608,EXA94897.1,,EXA94897.1,WP_017386087.1
A0A009GST9,A0A009GST9_9GAMM,,,,UPI0002E14F54,1310608,EXA94896.1,,EXA94896.1,EXA94896.1
