Operon type	Target	AssemblyId	Gene direction	Gene start	Gene end	Relative gene start	Relative gene end	Protein family code	EntrzID	Protein name	Transmembrane/Signal peptide prediction	Superkingdom	Phylum	Class	Order	Genus	Species
Type	R8WYQ6_9ENTR	GCA_000398845.1	-	177559	179010	3653	5104	0	EOQ49950.1	2-methylcitrate dehydratase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Citrobacter	Citrobacter sp. KTE151
Type	R8WYQ6_9ENTR	GCA_000398845.1	-	176352	177521	5142	6311	0	EOQ49949.1	2-methylcitrate synthase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Citrobacter	Citrobacter sp. KTE151

Type	H2J113_RAHAC	GCA_000241955.1	+	3814761	3815927	-6883	-5717	0	AEX53395.1	3-phosphoglycerate kinase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	H2J113_RAHAC	GCA_000241955.1	+	3813555	3814634	-5590	-4511	0	AEX53394.1	fructose-bisphosphate aldolase%2C class II		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	H2J113_RAHAC	GCA_000241955.1	+	3812337	3813419	-4375	-3293	17	AEX53393.1	transcriptional regulator		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	H2J113_RAHAC	GCA_000241955.1	+	3809104	3812202	-3158	-60	16	AEX53392.1	beta-galactosidase/beta-glucuronidase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	H2J113_RAHAC	GCA_000241955.1	+	3807775	3809043	1	1269	21	AEX53391.1	oligosaccharide:H+ symporter	TM	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	H2J113_RAHAC	GCA_000241955.1	+	3806751	3807638	1406	2293	0	AEX53390.1	small-conductance mechanosensitive channel	TM	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	H2J113_RAHAC	GCA_000241955.1	+	3805950	3806567	2477	3094	0	AEX53389.1	L-lysine exporter	TM	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	H2J113_RAHAC	GCA_000241955.1	+	3805112	3805846	3198	3932	0	AEX53388.1	hypothetical protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	H2J113_RAHAC	GCA_000241955.1	+	3802087	3804876	4168	6957	0	AEX53387.1	Peptidase M66		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071

Type	ACZ77400.1	GCA_000025065.1	+	2879391	2880314	-5060	-4137	0	ACZ77404.1	formate dehydrogenase%2C beta subunit		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya parazeae Ech586
Type	ACZ77400.1	GCA_000025065.1	+	2878757	2879398	-4144	-3503	0	ACZ77403.1	formate dehydrogenase%2C gamma subunit	TM	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya parazeae Ech586
Type	ACZ77400.1	GCA_000025065.1	+	2877586	2878617	-3363	-2332	17	ACZ77402.1	transcriptional regulator%2C LacI family		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya parazeae Ech586
Type	ACZ77400.1	GCA_000025065.1	+	2875308	2877437	-2183	-54	13	ACZ77401.1	glycoside hydrolase clan GH-D		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya parazeae Ech586
Type	ACZ77400.1	GCA_000025065.1	+	2873973	2875253	1	1281	27	ACZ77400.1	oligosaccharide/H+ symporter%2C major facilitator superfamily (MFS)	TM	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya parazeae Ech586
Type	ACZ77400.1	GCA_000025065.1	-	2873092	2873898	1356	2162	0	ACZ77399.1	peptidase C1A papain		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya parazeae Ech586
Type	ACZ77400.1	GCA_000025065.1	-	2864269	2872851	2403	10985	0	ACZ77398.1	glycosyltransferase 36	TM	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya parazeae Ech586
Type	ACZ77400.1	GCA_000025065.1	-	2863558	2863788	11466	11696	0	ACZ77397.1	hypothetical protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya parazeae Ech586
Type	ACZ77400.1	GCA_000025065.1	-	2863275	2863508	11746	11979	0	ACZ77396.1	conserved hypothetical protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya parazeae Ech586

Type	EHD21217.1	GCA_000225565.1	+	2019411	2020505	-5484	-4390	0	EHD21221.1	calcium/proton exchanger	TM	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Brenneria	Brenneria sp. EniD312
Type	EHD21217.1	GCA_000225565.1	+	2017524	2019236	-4215	-2503	3	EHD21220.1	sulfate transporter	TM	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Brenneria	Brenneria sp. EniD312
Type	EHD21217.1	GCA_000225565.1	+	2016568	2017290	-2269	-1547	0	EHD21219.1	Dihydrofolate reductase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Brenneria	Brenneria sp. EniD312
Type	EHD21217.1	GCA_000225565.1	-	2015298	2016365	-1344	-277	17	EHD21218.1	transcriptional regulator%2C LacI family		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Brenneria	Brenneria sp. EniD312
Type	EHD21217.1	GCA_000225565.1	+	2013737	2015020	1	1284	27	EHD21217.1	oligosaccharide/H+ symporter%2C major facilitator superfamily (MFS)	TM	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Brenneria	Brenneria sp. EniD312
Type	EHD21217.1	GCA_000225565.1	+	2011595	2013721	1300	3426	13	EHD21216.1	Alpha-galactosidase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Brenneria	Brenneria sp. EniD312
Type	EHD21217.1	GCA_000225565.1	+	2011155	2011403	3618	3866	0	EHD21215.1	acid shock protein precursor		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Brenneria	Brenneria sp. EniD312
Type	EHD21217.1	GCA_000225565.1	+	2009478	2010326	4695	5543	0	EHD21214.1	peptidase S1 and S6 chymotrypsin/Hap		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Brenneria	Brenneria sp. EniD312
Type	EHD21217.1	GCA_000225565.1	+	2007349	2009115	5906	7672	0	EHD21213.1	diguanylate cyclase/phosphodiesterase with GAF sensor		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Brenneria	Brenneria sp. EniD312

Type	C5S0I8_9PAST	GCA_000175195.1	+	129987	131507	-5127	-3607	0	EER47701.1	amidophosphoribosyltransferase		Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Actinobacillus	Actinobacillus minor NM305
Type	C5S0I8_9PAST	GCA_000175195.1	+	131608	132852	-3506	-2262	0	EER47702.1	molybdopterin biosynthesis protein MoeA		Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Actinobacillus	Actinobacillus minor NM305
Type	C5S0I8_9PAST	GCA_000175195.1	+	132875	133600	-2239	-1514	0	EER47703.1	molybdopterin biosynthesis protein MoeB		Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Actinobacillus	Actinobacillus minor NM305
Type	C5S0I8_9PAST	GCA_000175195.1	-	133900	134895	-1214	-219	17	EER47704.1	periplasmic binding protein/LacI transcriptional regulator		Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Actinobacillus	Actinobacillus minor NM305
Type	C5S0I8_9PAST	GCA_000175195.1	+	135115	136401	1	1287	21	EER47705.1	galactoside permease	TM	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Actinobacillus	Actinobacillus minor NM305
Type	C5S0I8_9PAST	GCA_000175195.1	+	136484	138619	1370	3505	13	EER47706.1	GalA protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Actinobacillus	Actinobacillus minor NM305

Type	X4ZG39_9BACL	GCA_000612505.1	+	861560	862246	-5338	-4652	0	AHV95701.1	hypothetical protein		Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillus	Paenibacillus sabinae T27
Type	X4ZG39_9BACL	GCA_000612505.1	+	862268	863125	-4630	-3773	0	AHV95702.1	shikimate dehydrogenase		Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillus	Paenibacillus sabinae T27
Type	X4ZG39_9BACL	GCA_000612505.1	+	863333	864358	-3565	-2540	17	AHV95703.1	HTH-type transcriptional regulator EbgR		Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillus	Paenibacillus sabinae T27
Type	X4ZG39_9BACL	GCA_000612505.1	+	864390	866585	-2508	-313	13	AHV95704.1	alpha-galactosidase		Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillus	Paenibacillus sabinae T27
Type	X4ZG39_9BACL	GCA_000612505.1	+	866899	868140	1	1242	21	AHV95705.1	galactoside permease	TM	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillus	Paenibacillus sabinae T27
Type	X4ZG39_9BACL	GCA_000612505.1	-	868271	869311	1373	2413	6	AHV95706.1	hypothetical protein		Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillus	Paenibacillus sabinae T27
Type	X4ZG39_9BACL	GCA_000612505.1	-	869301	871070	2403	4172	0	AHV95707.1	ABC transport system permease	TM	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillus	Paenibacillus sabinae T27
Type	X4ZG39_9BACL	GCA_000612505.1	-	871090	872127	4192	5229	0	AHV95708.1	iron ABC transporter substrate-binding protein		Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillus	Paenibacillus sabinae T27
Type	X4ZG39_9BACL	GCA_000612505.1	+	872413	877659	5515	10761	0	AHV95709.1	metallophosphoesterase		Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillus	Paenibacillus sabinae T27

Type	WP_013448625.1	GCF_003492555.1	+	5778	6242	-4699	-4235	0	WP_002216720.1	Lrp/AsnC ligand binding domain-containing protein		Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseria	Neisseria lactamica
Type	WP_013448625.1	GCF_003492555.1	+	6998	7486	-3479	-2991	0	WP_118779415.1	disulfide bond formation protein B		Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseria	Neisseria lactamica
Type	WP_013448625.1	GCF_003492555.1	-	7545	8273	-2932	-2204	0	WP_002212681.1	YebC/PmpR family DNA-binding transcriptional regulator		Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseria	Neisseria lactamica
Type	WP_013448625.1	GCF_003492555.1	+	8601	10019	-1876	-458	0	WP_118778238.1	sodium:alanine symporter family protein		Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseria	Neisseria lactamica
Type	WP_013448625.1	GCF_003492555.1	+	10478	11740	1	1263	27	WP_013448625.1	MFS transporter	TM	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseria	Neisseria lactamica
Type	WP_013448625.1	GCF_003492555.1	+	11751	14789	1274	4312	16	WP_118779473.1	glycoside hydrolase family 2 TIM barrel-domain containing protein		Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseria	Neisseria lactamica
Type	WP_013448625.1	GCF_003492555.1	+	15179	16528	4702	6051	0	WP_114935596.1	DUF2868 domain-containing protein		Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseria	Neisseria lactamica
Type	WP_013448625.1	GCF_003492555.1	+	16697	16936	6220	6459	0	WP_003709161.1	hypothetical protein		Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseria	Neisseria lactamica
Type	WP_013448625.1	GCF_003492555.1	+	17120	18460	6643	7983	0	WP_003709158.1	DUF3482 domain-containing protein		Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseria	Neisseria lactamica

Type	EFK22699.1	GCA_000164355.1	+	11268	12113	-5379	-4534	0	EFK22711.1	IclR helix-turn-helix domain protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli MS 21-1
Type	EFK22699.1	GCA_000164355.1	+	12181	13272	-4466	-3375	17	EFK22712.1	LacI transcriptional repressor		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli MS 21-1
Type	EFK22699.1	GCA_000164355.1	+	13395	13602	-3252	-3045	0	EFK22713.1	beta-D-galactosidase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli MS 21-1
Type	EFK22699.1	GCA_000164355.1	+	13719	16596	-2928	-51	16	EFK22698.1	Beta galactosidase small chain		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli MS 21-1
Type	EFK22699.1	GCA_000164355.1	+	16648	17901	1	1254	27	EFK22699.1	lactose permease		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli MS 21-1
Type	EFK22699.1	GCA_000164355.1	+	17916	18578	1269	1931	12	EFK22700.1	bacterial transferase hexapeptide repeat protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli MS 21-1
Type	EFK22699.1	GCA_000164355.1	-	18666	19445	2019	2798	0	EFK22701.1	cyanate transport protein CynX family protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli MS 21-1

Type	WP_001538355.1	GCF_010590175.1	-	110	649	-5071	-4532	0	WP_001538358.1	DUF2058 domain-containing protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia
Type	WP_001538355.1	GCF_010590175.1	+	716	814	-4465	-4367	10000	G4244_RS24350	pseudogene		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia
Type	WP_001538355.1	GCF_010590175.1	+	851	1933	-4330	-3248	17	WP_024186801.1	DNA-binding transcriptional repressor LacI		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia
Type	WP_001538355.1	GCF_010590175.1	+	2056	5130	-3125	-51	16	WP_001538356.1	beta-galactosidase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia
Type	WP_001538355.1	GCF_010590175.1	+	5182	6435	1	1254	27	WP_001538355.1	lactose permease	TM	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia
Type	WP_001538355.1	GCF_010590175.1	+	6501	7112	1320	1931	12	WP_024186800.1	galactoside O-acetyltransferase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia
Type	WP_001538355.1	GCF_010590175.1	-	7233	8516	2052	3335	0	WP_001538353.1	cytosine/isoguanine deaminase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia
Type	WP_001538355.1	GCF_010590175.1	-	8506	9765	3325	4584	0	WP_000076233.1	cytosine permease	TM	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia

Type	WP_008915955.1	GCF_000314895.2	+	2558756	2559634	-4409	-3531	0	WP_008915959.1	hypothetical protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Providencia	Providencia sneebia
Type	WP_008915955.1	GCF_000314895.2	+	2556333	2558687	-3462	-1108	0	WP_008915958.1	hypothetical protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Providencia	Providencia sneebia
Type	WP_008915955.1	GCF_000314895.2	+	2556214	2556336	-1111	-989	0	WP_008915957.1	hypothetical protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Providencia	Providencia sneebia
Type	WP_008915955.1	GCF_000314895.2	-	2555990	2556217	-992	-765	0	WP_008915956.1	DNA polymerase III subunit theta		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Providencia	Providencia sneebia
Type	WP_008915955.1	GCF_000314895.2	+	2553971	2555224	1	1254	27	WP_008915955.1	MFS transporter	TM	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Providencia	Providencia sneebia
Type	WP_008915955.1	GCF_000314895.2	+	2553241	2553576	1649	1984	0	WP_008915954.1	PTS system regulator TmaR		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Providencia	Providencia sneebia
Type	WP_008915955.1	GCF_000314895.2	-	2552482	2553111	2114	2743	0	WP_008915953.1	NAD(P)H-binding protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Providencia	Providencia sneebia
Type	WP_008915955.1	GCF_000314895.2	-	2548947	2552270	2955	6278	0	WP_008915952.1	ribonuclease E		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Providencia	Providencia sneebia
Type	WP_008915955.1	GCF_000314895.2	+	2547315	2548271	6954	7910	0	WP_008915951.1	23S rRNA pseudouridine(955/2504/2580) synthase RluC		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Providencia	Providencia sneebia

Type	WP_009653630.1	GCF_039571425.1	-	16262	17389	-6229	-5102	0	WP_009653652.1	acyl-protein synthase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Klebsiella	Klebsiella
Type	WP_009653630.1	GCF_039571425.1	-	17426	18685	-5065	-3806	0	WP_004855912.1	MdfA family multidrug efflux MFS transporter	TM	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Klebsiella	Klebsiella
Type	WP_009653630.1	GCF_039571425.1	+	19112	20212	-3379	-2279	17	WP_258540147.1	substrate-binding domain-containing protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Klebsiella	Klebsiella
Type	WP_009653630.1	GCF_039571425.1	+	20327	22450	-2164	-41	13	WP_009653633.1	alpha-galactosidase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Klebsiella	Klebsiella
Type	WP_009653630.1	GCF_039571425.1	+	22492	23757	1	1266	27	WP_009653630.1	MFS transporter	TM	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Klebsiella	Klebsiella
Type	WP_009653630.1	GCF_039571425.1	+	23812	24402	1321	1911	12	WP_009653657.1	maltose acetyltransferase domain-containing protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Klebsiella	Klebsiella
Type	WP_009653630.1	GCF_039571425.1	+	24978	25673	2487	3182	0	WP_004855924.1	winged helix-turn-helix transcriptional regulator		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Klebsiella	Klebsiella
Type	WP_009653630.1	GCF_039571425.1	+	25998	26558	3507	4067	11	WP_004855926.1	fimbrial protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Klebsiella	Klebsiella
Type	WP_009653630.1	GCF_039571425.1	+	26630	27187	4139	4696	11	WP_049074490.1	fimbrial protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Klebsiella	Klebsiella

Type	ADG39479.1	GCA_000092505.1	-	14582	15814	-5043	-3811	0	ADG39475.1	putative lipoprotein		Bacteria	Bacillota	Bacilli	Lactobacillales	Leuconostoc	Leuconostoc kimchii IMSNU 11154
Type	ADG39479.1	GCA_000092505.1	+	16426	17088	-3199	-2537	0	ADG39476.1	cadmium resistance transporter%2C putative	TM	Bacteria	Bacillota	Bacilli	Lactobacillales	Leuconostoc	Leuconostoc kimchii IMSNU 11154
Type	ADG39479.1	GCA_000092505.1	-	17285	17968	-2340	-1657	0	ADG39477.1	hypothetical protein		Bacteria	Bacillota	Bacilli	Lactobacillales	Leuconostoc	Leuconostoc kimchii IMSNU 11154
Type	ADG39479.1	GCA_000092505.1	+	18532	19509	-1093	-116	17	ADG39478.1	hypothetical protein		Bacteria	Bacillota	Bacilli	Lactobacillales	Leuconostoc	Leuconostoc kimchii IMSNU 11154
Type	ADG39479.1	GCA_000092505.1	+	19626	20858	1	1233	27	ADG39479.1	YwbF	TM	Bacteria	Bacillota	Bacilli	Lactobacillales	Leuconostoc	Leuconostoc kimchii IMSNU 11154
Type	ADG39479.1	GCA_000092505.1	+	20869	22296	1244	2671	15	ADG39480.1	hypothetical protein		Bacteria	Bacillota	Bacilli	Lactobacillales	Leuconostoc	Leuconostoc kimchii IMSNU 11154
Type	ADG39479.1	GCA_000092505.1	+	22532	22963	2907	3338	10	ADG39481.1	putative acetyltransferase		Bacteria	Bacillota	Bacilli	Lactobacillales	Leuconostoc	Leuconostoc kimchii IMSNU 11154
Type	ADG39479.1	GCA_000092505.1	+	22951	23115	3326	3490	0	ADG39482.1	hypothetical protein		Bacteria	Bacillota	Bacilli	Lactobacillales	Leuconostoc	Leuconostoc kimchii IMSNU 11154

Type	WP_023335015.1	GCF_009649155.1	-	444	833	-3114	-2725	0	WP_023335017.1	hypothetical protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacteriaceae
Type	WP_023335015.1	GCF_009649155.1	-	979	1404	-2579	-2154	0	WP_023335016.1	hypothetical protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacteriaceae
Type	WP_023335015.1	GCF_009649155.1	-	2322	3317	-1236	-241	17	WP_021514818.1	LacI family DNA-binding transcriptional regulator		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacteriaceae
Type	WP_023335015.1	GCF_009649155.1	+	3559	4797	1	1239	27	WP_023335015.1	MFS transporter	TM	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacteriaceae
Type	WP_023335015.1	GCF_009649155.1	+	4817	6250	1259	2692	15	WP_023335014.1	glycoside hydrolase family 32 protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacteriaceae
Type	WP_023335015.1	GCF_009649155.1	+	6343	7608	2785	4050	14	WP_024127736.1	OmpG porin family protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacteriaceae
Type	WP_023335015.1	GCF_009649155.1	+	7623	9116	4065	5558	15	WP_021514816.1	glycoside hydrolase family 32 protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacteriaceae
Type	WP_023335015.1	GCF_009649155.1	+	9129	10142	5571	6584	14	WP_000800716.1	OmpG porin family protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacteriaceae

Type	AEX54717.1	GCA_000241955.1	-	6252	7301	-5254	-4205	0	AEX54713.1	Initiator Replication protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	AEX54717.1	GCA_000241955.1	-	8095	8802	-3411	-2704	0	AEX54714.1	acetyltransferase%2C ribosomal protein N-acetylase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	AEX54717.1	GCA_000241955.1	-	8877	9251	-2629	-2255	0	AEX54715.1	hypothetical protein	TM	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	AEX54717.1	GCA_000241955.1	-	10255	11262	-1251	-244	17	AEX54716.1	transcriptional regulator		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	AEX54717.1	GCA_000241955.1	+	11507	12748	1	1242	27	AEX54717.1	oligosaccharide:H+ symporter	TM	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	AEX54717.1	GCA_000241955.1	+	12767	14200	1261	2694	15	AEX54718.1	sucrose-6-phosphate hydrolase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	AEX54717.1	GCA_000241955.1	+	14323	15675	2817	4169	0	AEX54719.1	hypothetical protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	AEX54717.1	GCA_000241955.1	+	15743	16300	4237	4794	12	AEX54720.1	acetyltransferase (isoleucine patch superfamily)		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	AEX54717.1	GCA_000241955.1	-	16342	16665	4836	5159	0	AEX54721.1	hypothetical protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071

Type	WP_013084448.1	GCF_036224005.1	+	94757	94894	-5111	-4974	0	WP_309299992.1	hypothetical protein		Bacteria	Bacillota	Bacilli	Bacillales	Priestia	Priestia megaterium
Type	WP_013084448.1	GCF_036224005.1	-	93172	94680	-4897	-3389	15	WP_080514741.1	glycoside hydrolase family 32 protein		Bacteria	Bacillota	Bacilli	Bacillales	Priestia	Priestia megaterium
Type	WP_013084448.1	GCF_036224005.1	-	91408	93117	-3334	-1625	2	WP_013084446.1	alpha-glucosidase		Bacteria	Bacillota	Bacilli	Bacillales	Priestia	Priestia megaterium
Type	WP_013084448.1	GCF_036224005.1	-	90177	91169	-1386	-394	17	WP_013084447.1	LacI family DNA-binding transcriptional regulator		Bacteria	Bacillota	Bacilli	Bacillales	Priestia	Priestia megaterium
Type	WP_013084448.1	GCF_036224005.1	+	88553	89782	1	1230	27	WP_013084448.1	MFS transporter	TM	Bacteria	Bacillota	Bacilli	Bacillales	Priestia	Priestia megaterium
Type	WP_013084448.1	GCF_036224005.1	-	87948	88259	1524	1835	0	WP_258468846.1	DUF3231 family protein		Bacteria	Bacillota	Bacilli	Bacillales	Priestia	Priestia megaterium
Type	WP_013084448.1	GCF_036224005.1	-	87265	87966	1817	2518	0	WP_013084450.1	DUF3231 family protein		Bacteria	Bacillota	Bacilli	Bacillales	Priestia	Priestia megaterium
Type	WP_013084448.1	GCF_036224005.1	-	86557	86856	2927	3226	0	WP_013084451.1	general stress protein		Bacteria	Bacillota	Bacilli	Bacillales	Priestia	Priestia megaterium
Type	WP_013084448.1	GCF_036224005.1	+	86114	86341	3442	3669	0	WP_042452550.1	hypothetical protein		Bacteria	Bacillota	Bacilli	Bacillales	Priestia	Priestia megaterium

Type	AGK98652.1	GCA_000389635.1	+	3927660	3928073	-5408	-4995	0	AGK98656.1	phosphotransferase system%2C mannose/fructose-specific component IIA		Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridium	Clostridium pasteurianum BC1
