Operon type	Target	AssemblyId	Gene direction	Gene start	Gene end	Relative gene start	Relative gene end	Protein family code	EntrzID	Protein name	Transmembrane/Signal peptide prediction	Superkingdom	Phylum	Class	Order	Genus	Species
Type	ADW71651.1	GCA_000187705.1	+	22284	23324	-3365	-2325	65	ADW71653.1	transcriptional regulator%2C LacI family		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aceris
Type	ADW71651.1	GCA_000187705.1	+	20017	22143	-2184	-58	59	ADW71652.1	Alpha-galactosidase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aceris
Type	ADW71651.1	GCA_000187705.1	+	18672	19958	1	1287	67	ADW71651.1	oligosaccharide/H+ symporter%2C major facilitator superfamily (MFS)		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aceris
Type	ADW71651.1	GCA_000187705.1	+	17570	18604	1355	2389	65	ADW71650.1	transcriptional regulator%2C LacI family		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aceris
Type	ADW71651.1	GCA_000187705.1	+	16607	17356	2603	3352	43	ADW71649.1	Xylose isomerase domain-containing protein TIM barrel		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aceris
Type	ADW71651.1	GCA_000187705.1	+	15271	16563	3396	4688	42	ADW71648.1	major facilitator superfamily MFS_1		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aceris
Type	ADW71651.1	GCA_000187705.1	+	14297	15274	4685	5662	41	ADW71647.1	Gluconate 2-dehydrogenase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aceris



Type	KPD02558.1	GCA_001294465.1	+	72682	74712	-8353	-6323	1	KPD02554.1	TonB-dependent outer membrane ferrienterochelin/colicin receptor		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Moellerella	Moellerella wisconsensis ATCC 35017
Type	KPD02558.1	GCA_001294465.1	+	75335	76723	-5700	-4312	34	KPD02555.1	putrescine importer		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Moellerella	Moellerella wisconsensis ATCC 35017
Type	KPD02558.1	GCA_001294465.1	+	76931	78694	-4104	-2341	33	KPD02556.1	D-lactate dehydrogenase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Moellerella	Moellerella wisconsensis ATCC 35017
Type	KPD02558.1	GCA_001294465.1	-	78884	80314	-2151	-721	32	KPD02557.1	exodeoxyribonuclease I		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Moellerella	Moellerella wisconsensis ATCC 35017
Type	KPD02558.1	GCA_001294465.1	+	81036	82310	1	1275	67	KPD02558.1	major facilitator superfamily sucrose permease		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Moellerella	Moellerella wisconsensis ATCC 35017
Type	KPD02558.1	GCA_001294465.1	+	82508	82837	1473	1802	31	KPD02559.1	uncharacterized UPF0265 family protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Moellerella	Moellerella wisconsensis ATCC 35017
Type	KPD02558.1	GCA_001294465.1	-	82984	83607	1949	2572	30	KPD02560.1	flavin reductase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Moellerella	Moellerella wisconsensis ATCC 35017
Type	KPD02558.1	GCA_001294465.1	-	83886	87455	2851	6420	29	KPD02561.1	ribonuclease E		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Moellerella	Moellerella wisconsensis ATCC 35017
Type	KPD02558.1	GCA_001294465.1	+	88029	88979	6994	7944	28	KPD02562.1	ribosomal large subunit pseudouridine synthase C		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Moellerella	Moellerella wisconsensis ATCC 35017


Type	SEE95312.1	GCA_900106095.1	-	3300243	3300926	-4069	-3386	0	SEE95261.1	DNA-binding transcriptional regulator%2C GntR family		Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonas	Pseudomonas deceptionensis
Type	SEE95312.1	GCA_900106095.1	-	3300988	3301689	-3324	-2623	0	SEE95274.1	Kynurenine formamidase		Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonas	Pseudomonas deceptionensis
Type	SEE95312.1	GCA_900106095.1	-	3301730	3302662	-2582	-1650	27	SEE95287.1	AraC-like ligand binding domain-containing protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonas	Pseudomonas deceptionensis
Type	SEE95312.1	GCA_900106095.1	+	3302810	3304135	-1502	-177	18	SEE95302.1	alpha-galactosidase		Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonas	Pseudomonas deceptionensis
Type	SEE95312.1	GCA_900106095.1	+	3304313	3305626	1	1314	67	SEE95312.1	MFS transporter%2C OHS family%2C lactose permease		Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonas	Pseudomonas deceptionensis
Type	SEE95312.1	GCA_900106095.1	+	3305716	3306498	1404	2186	4	SEE95324.1	NAD(P)-dependent dehydrogenase%2C short-chain alcohol dehydrogenase family		Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonas	Pseudomonas deceptionensis
Type	SEE95312.1	GCA_900106095.1	-	3306590	3308179	2278	3867	10	SEE95339.1	sucrose porin		Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonas	Pseudomonas deceptionensis
Type	SEE95312.1	GCA_900106095.1	+	3308469	3309467	4157	5155	65	SEE95352.1	DNA-binding transcriptional regulator%2C LacI/PurR family		Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonas	Pseudomonas deceptionensis
Type	SEE95312.1	GCA_900106095.1	-	3309445	3310200	5133	5888	0	SEE95366.1	DNA-binding transcriptional regulator%2C ArsR family		Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonas	Pseudomonas deceptionensis

Type	WP_020439301.1	GCF_001590765.1	-	19557	20477	-5094	-4174	0	WP_006326311.1	myo-inosose-2 dehydratase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia plymuthica
Type	WP_020439301.1	GCF_001590765.1	+	20753	22222	-3898	-2429	0	WP_020439302.1	EmmdR/YeeO family multidrug/toxin efflux MATE transporter		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia plymuthica
Type	WP_020439301.1	GCF_001590765.1	-	22226	23065	-2425	-1586	27	WP_004946410.1	AraC family transcriptional regulator		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia plymuthica
Type	WP_020439301.1	GCF_001590765.1	+	23265	24572	-1386	-79	18	WP_006326308.1	alpha-glucosidase/alpha-galactosidase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia plymuthica
Type	WP_020439301.1	GCF_001590765.1	+	24652	25908	1	1257	67	WP_020439301.1	MFS transporter		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia plymuthica
Type	WP_020439301.1	GCF_001590765.1	-	25988	26560	1337	1909	0	WP_006326306.1	hypothetical protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia plymuthica
Type	WP_020439301.1	GCF_001590765.1	-	26757	29132	2106	4481	0	WP_006326305.1	glucose/quinate/shikimate family membrane-bound PQQ-dependent dehydrogenase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia plymuthica
Type	WP_020439301.1	GCF_001590765.1	+	29222	29638	4571	4987	0	WP_144080241.1	hypothetical protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia plymuthica
Type	WP_020439301.1	GCF_001590765.1	+	29866	39903	5215	15252	9	WP_020439300.1	non-ribosomal peptide synthetase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia plymuthica



Type	WP_010732931.1	GCF_025122335.1	+	65392	66864	-4488	-3016	0	WP_002374800.1	nicotinate phosphoribosyltransferase		Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcus	Enterococcus faecium
Type	WP_010732931.1	GCF_025122335.1	+	64556	65380	-3004	-2180	0	WP_259742164.1	ammonia-dependent NAD(+) synthetase		Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcus	Enterococcus faecium
Type	WP_010732931.1	GCF_025122335.1	-	63596	64486	-2110	-1220	13	WP_002310057.1	transcriptional regulator		Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcus	Enterococcus faecium
Type	WP_010732931.1	GCF_025122335.1	+	62393	63394	-1018	-17	12	WP_002374797.1	family 43 glycosylhydrolase		Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcus	Enterococcus faecium
Type	WP_010732931.1	GCF_025122335.1	+	61137	62375	1	1239	67	WP_010732931.1	oligosaccharide MFS transporter		Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcus	Enterococcus faecium
Type	WP_010732931.1	GCF_025122335.1	+	59940	61019	1357	2436	65	WP_259742163.1	GntR family transcriptional regulator		Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcus	Enterococcus faecium
Type	WP_010732931.1	GCF_025122335.1	-	58481	59881	2495	3895	11	WP_259742162.1	sugar porter family MFS transporter		Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcus	Enterococcus faecium
Type	WP_010732931.1	GCF_025122335.1	+	56602	58263	4113	5774	0	WP_259742161.1	xylulokinase		Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcus	Enterococcus faecium
Type	WP_010732931.1	GCF_025122335.1	+	55947	56645	5731	6429	0	WP_010732935.1	L-ribulose-5-phosphate 4-epimerase		Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcus	Enterococcus faecium




Type	AEX54717.1	GCA_000241955.1	-	6252	7301	-5254	-4205	0	AEX54713.1	Initiator Replication protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	AEX54717.1	GCA_000241955.1	-	8095	8802	-3411	-2704	0	AEX54714.1	acetyltransferase%2C ribosomal protein N-acetylase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	AEX54717.1	GCA_000241955.1	-	8877	9251	-2629	-2255	0	AEX54715.1	hypothetical protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	AEX54717.1	GCA_000241955.1	-	10255	11262	-1251	-244	65	AEX54716.1	transcriptional regulator		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	AEX54717.1	GCA_000241955.1	+	11507	12748	1	1242	67	AEX54717.1	oligosaccharide:H+ symporter		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	AEX54717.1	GCA_000241955.1	+	12767	14200	1261	2694	49	AEX54718.1	sucrose-6-phosphate hydrolase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	AEX54717.1	GCA_000241955.1	+	14323	15675	2817	4169	3	AEX54719.1	hypothetical protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	AEX54717.1	GCA_000241955.1	+	15743	16300	4237	4794	38	AEX54720.1	acetyltransferase (isoleucine patch superfamily)		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	AEX54717.1	GCA_000241955.1	-	16342	16665	4836	5159	0	AEX54721.1	hypothetical protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071

Type	WP_013574938.1	GCF_000187705.1	-	1764914	1765612	-4116	-3418	0	WP_013574934.1	RluA family pseudouridine synthase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aceris
Type	WP_013574938.1	GCF_000187705.1	-	1765763	1766671	-3267	-2359	5	WP_013574935.1	LysR family transcriptional regulator		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aceris
Type	WP_013574938.1	GCF_000187705.1	-	1766805	1767578	-2225	-1452	4	WP_013574936.1	SDR family oxidoreductase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aceris
Type	WP_013574938.1	GCF_000187705.1	-	1767770	1768786	-1260	-244	65	WP_013574937.1	LacI family DNA-binding transcriptional regulator		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aceris
Type	WP_013574938.1	GCF_000187705.1	+	1769031	1770272	1	1242	67	WP_013574938.1	MFS transporter		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aceris
Type	WP_013574938.1	GCF_000187705.1	+	1770291	1771724	1261	2694	49	WP_013574939.1	sucrose-6-phosphate hydrolase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aceris
Type	WP_013574938.1	GCF_000187705.1	+	1771848	1773200	2818	4170	3	WP_013574940.1	carbohydrate porin		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aceris
Type	WP_013574938.1	GCF_000187705.1	-	1773492	1774277	4462	5247	0	WP_013574942.1	MipA/OmpV family protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aceris
Type	WP_013574938.1	GCF_000187705.1	+	1774418	1774582	5388	5552	0	WP_013574943.1	hypothetical protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aceris

Type	ADG39479.1	GCA_000092505.1	-	14582	15814	-5043	-3811	0	ADG39475.1	putative lipoprotein		Bacteria	Bacillota	Bacilli	Lactobacillales	Leuconostoc	Leuconostoc kimchii IMSNU 11154
Type	ADG39479.1	GCA_000092505.1	+	16426	17088	-3199	-2537	0	ADG39476.1	cadmium resistance transporter%2C putative		Bacteria	Bacillota	Bacilli	Lactobacillales	Leuconostoc	Leuconostoc kimchii IMSNU 11154
Type	ADG39479.1	GCA_000092505.1	-	17285	17968	-2340	-1657	0	ADG39477.1	hypothetical protein		Bacteria	Bacillota	Bacilli	Lactobacillales	Leuconostoc	Leuconostoc kimchii IMSNU 11154
Type	ADG39479.1	GCA_000092505.1	+	18532	19509	-1093	-116	65	ADG39478.1	hypothetical protein		Bacteria	Bacillota	Bacilli	Lactobacillales	Leuconostoc	Leuconostoc kimchii IMSNU 11154
Type	ADG39479.1	GCA_000092505.1	+	19626	20858	1	1233	67	ADG39479.1	YwbF		Bacteria	Bacillota	Bacilli	Lactobacillales	Leuconostoc	Leuconostoc kimchii IMSNU 11154
Type	ADG39479.1	GCA_000092505.1	+	20869	22296	1244	2671	49	ADG39480.1	hypothetical protein		Bacteria	Bacillota	Bacilli	Lactobacillales	Leuconostoc	Leuconostoc kimchii IMSNU 11154
Type	ADG39479.1	GCA_000092505.1	+	22532	22963	2907	3338	45	ADG39481.1	putative acetyltransferase		Bacteria	Bacillota	Bacilli	Lactobacillales	Leuconostoc	Leuconostoc kimchii IMSNU 11154
Type	ADG39479.1	GCA_000092505.1	+	22951	23115	3326	3490	0	ADG39482.1	hypothetical protein		Bacteria	Bacillota	Bacilli	Lactobacillales	Leuconostoc	Leuconostoc kimchii IMSNU 11154


Type	AGK98652.1	GCA_000389635.1	+	3927660	3928073	-5408	-4995	0	AGK98656.1	phosphotransferase system%2C mannose/fructose-specific component IIA		Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridium	Clostridium pasteurianum BC1
Type	AGK98652.1	GCA_000389635.1	+	3925943	3927622	-4957	-3278	21	AGK98655.1	glycosidase		Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridium	Clostridium pasteurianum BC1
Type	AGK98652.1	GCA_000389635.1	+	3924793	3925743	-3078	-2128	0	AGK98654.1	transcriptional regulator/sugar kinase		Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridium	Clostridium pasteurianum BC1
Type	AGK98652.1	GCA_000389635.1	+	3922874	3924328	-1663	-209	0	AGK98653.1	sucrose phosphorylase		Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridium	Clostridium pasteurianum BC1
Type	AGK98652.1	GCA_000389635.1	+	3921408	3922664	1	1257	67	AGK98652.1	oligosaccharide:H+ symporter		Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridium	Clostridium pasteurianum BC1
Type	AGK98652.1	GCA_000389635.1	+	3919560	3921239	1426	3105	21	AGK98651.1	glycosidase		Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridium	Clostridium pasteurianum BC1
Type	AGK98652.1	GCA_000389635.1	+	3918214	3919212	3453	4451	65	AGK98650.1	transcriptional regulator		Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridium	Clostridium pasteurianum BC1
Type	AGK98652.1	GCA_000389635.1	+	3916332	3917816	4849	6333	0	AGK98649.1	hypothetical protein		Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridium	Clostridium pasteurianum BC1
Type	AGK98652.1	GCA_000389635.1	+	3915340	3916236	6429	7325	2	AGK98648.1	permease component of ABC-type sugar transporter		Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridium	Clostridium pasteurianum BC1



Type	EWG74888.1	GCA_000568095.1	-	381570	382505	-6939	-6004	0	EWG74892.1	integrating conjugative element protein%2C family		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter sp. DC4
Type	EWG74888.1	GCA_000568095.1	-	380075	381451	-5885	-4509	0	EWG74891.1	Kappa-carrageenase precursor		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter sp. DC4
Type	EWG74888.1	GCA_000568095.1	-	379053	380060	-4494	-3487	0	EWG74890.1	Outer membrane protein G precursor		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter sp. DC4
Type	EWG74888.1	GCA_000568095.1	-	375840	378989	-3423	-274	0	EWG74889.1	putative Fe-S protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter sp. DC4
Type	EWG74888.1	GCA_000568095.1	+	374321	375565	1	1245	67	EWG74888.1	Raffinose permease		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter sp. DC4
Type	EWG74888.1	GCA_000568095.1	+	373015	374310	1256	2551	0	EWG74887.1	putative sulfatase YidJ		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter sp. DC4
Type	EWG74888.1	GCA_000568095.1	+	372211	373011	2555	3355	0	EWG74886.1	Sulfite exporter TauE/SafE		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter sp. DC4
Type	EWG74888.1	GCA_000568095.1	+	371063	372214	3352	4503	0	EWG74885.1	Anaerobic sulfatase-maturating enzyme AslB-like protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter sp. DC4
Type	EWG74888.1	GCA_000568095.1	+	369763	370965	4601	5803	0	EWG74884.1	Type-2 restriction enzyme EcoRII		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter sp. DC4
