UniProtKB_AC,UniProtKB_ID,GeneID,RefSeq,PDB,UniParc,NCBI_taxon,EMBL_CDS,Ensembl,target,ncbi_code
A0A031LP10,A0A031LP10_9CREN,,WP_052349487.1,,UPI0004520E08,1160895,EZQ04904.1,,WP_052349487.1,WP_052349487.1
A0A031LKG4,A0A031LKG4_9CREN,,WP_052349540.1,,UPI00044BBEEF,1160895,EZQ02046.1,,WP_052349540.1,WP_052349540.1
A0A058ZQ43,A0A058ZQ43_9RHOB,,WP_051597904.1,,UPI000457000B,1461693,KCV83673.1,,WP_051597904.1,WP_051597904.1
A0A062V1M9,A0A062V1M9_9EURY,,WP_052368900.1,,UPI0004A12F00,1392998,KCZ70528.1,,WP_052368900.1,WP_052368900.1
A0A031LJZ7,A0A031LJZ7_9CREN,,WP_048100171.1,,UPI0004510293,1160895,EZQ03123.1,,EZQ03123.1,WP_048100171.1
A0A062V2S4,A0A062V2S4_9EURY,,WP_048091766.1,,UPI0004A13D41,1392998,KCZ71672.1,,WP_048091766.1,WP_048091766.1
A0A062V1M5,A0A062V1M5_9EURY,,WP_048092189.1,,UPI0004A1970C,1392998,KCZ70523.1,,KCZ70523.1,WP_048092189.1
A0A062UZF6,A0A062UZF6_9EURY,,WP_048092203.1,,UPI0004A0B17C,1392998,KCZ70532.1,,WP_048092203.1,WP_048092203.1
A0A062V2I5,A0A062V2I5_9EURY,,WP_048092757.1,,UPI0004A0D0EE,1392998,KCZ70828.1,,WP_048092757.1,WP_048092757.1
A0A062V5H7,A0A062V5H7_9EURY,,WP_048093164.1,,UPI00049FDFDB,1392998,KCZ71044.1,,WP_048093164.1,WP_048093164.1
A0A062UUC7,A0A062UUC7_9EURY,,WP_048093611.1,,UPI0004A087AB,1392998,KCZ70636.1,,WP_048093611.1,WP_048093611.1
A0A062UZ69,A0A062UZ69_9EURY,,WP_048093963.1,,UPI00049EE7BC,1392998,KCZ70422.1,,WP_048093963.1,WP_048093963.1
A0A062V1F2,A0A062V1F2_9EURY,,WP_048093967.1,,UPI0004A15862,1392998,KCZ70428.1,,WP_048093967.1,WP_048093967.1
A0A062UTV9,A0A062UTV9_9EURY,,WP_048093986.1,,UPI0004A0DC00,1392998,KCZ70456.1,,WP_048093986.1,WP_048093986.1
A0A031LRX6,A0A031LRX6_9CREN,,WP_048098829.1,,UPI0004502A87,1160895,EZQ11102.1,,WP_048098829.1,WP_048098829.1
A0A031LTQ1,A0A031LTQ1_9CREN,,WP_048098884.1,,UPI0004470029,1160895,EZQ11105.1,,WP_048098884.1,WP_048098884.1
A0A031LR52,A0A031LR52_9CREN,,WP_048098961.1,,UPI00044B732D,1160895,EZQ10862.1,,WP_048098961.1,WP_048098961.1
A0A031LPC4,A0A031LPC4_9CREN,,WP_048099450.1,,UPI00044A7A25,1160895,EZQ06927.1,,WP_048099450.1,WP_048099450.1
A0A031LQ11,A0A031LQ11_9CREN,,WP_048099836.1,,UPI00044BCDFC,1160895,EZQ04908.1,,WP_048099836.1,WP_048099836.1
A0A031LNH8,A0A031LNH8_9CREN,,WP_048099898.1,,UPI00044EEE75,1160895,EZQ04704.1,,WP_048099898.1,WP_048099898.1
A0A031LKY3,A0A031LKY3_9CREN,,WP_048099913.1,,UPI00044CC534,1160895,EZQ04722.1,,WP_048099913.1,WP_048099913.1
A0A031LL09,A0A031LL09_9CREN,,WP_048099930.1,,UPI0004533436,1160895,EZQ04742.1,,WP_048099930.1,WP_048099930.1
A0A031LP53,A0A031LP53_9CREN,,WP_048099323.1,,UPI0004498425,1160895,EZQ06786.1,,EZQ06786.1,WP_048099323.1
A0A061A2U5,A0A061A2U5_9ACTN,32466079,WP_052701609.1,,UPI000499335E,576784,CDR10228.1,,CDR10228.1,WP_052701609.1
A0AA42A408,A0AA42A408_BACFG,,WP_053874146.1,,UPI0006A667A5,817,MCZ2587441.1,,WP_053874146.1,WP_053874146.1
A0A069APC4,A0A069APC4_CLODI,,WP_059027154.1,,UPI0004A9B6C1,1496,CDS90381.1,,WP_059027154.1,WP_059027154.1
A0A067C8X8,A0A067C8X8_SAPPC,24133873,XP_012206304.1,,UPI00049BCA81,695850,KDO23016.1,,XP_012206304.1,XP_012206304.1
A0A067C869,A0A067C869_SAPPC,24133874,XP_012206305.1,,UPI00049C3769,695850,KDO23017.1,,XP_012206305.1,XP_012206305.1
A0A067BVV8,A0A067BVV8_SAPPC,24134638,XP_012206808.1,,UPI00049D8B1B,695850,KDO22418.1,,XP_012206808.1,XP_012206808.1
A0A067BV54,A0A067BV54_SAPPC,24134639,XP_012206809.1,,UPI00049C9ED9,695850,KDO22419.1,,XP_012206809.1,XP_012206809.1
A0A067BSJ4,A0A067BSJ4_SAPPC,24136758,XP_012209498.1,,UPI00049DB006,695850,KDO19790.1,,XP_012209498.1,XP_012209498.1
A0A067BZR3,A0A067BZR3_SAPPC,24136759,XP_012209499.1,,UPI00049C433F,695850,KDO19791.1,,XP_012209499.1,XP_012209499.1
A0A067BLZ9,A0A067BLZ9_SAPPC,24137350,XP_012210098.1,,UPI00049B7EA9,695850,KDO19198.1,,XP_012210098.1,XP_012210098.1
A0A067BWF8,A0A067BWF8_SAPPC,24137707,XP_012210662.1,,UPI00049D48C4,695850,KDO18616.1,,XP_012210662.1,XP_012210662.1
A0A067BVI1,A0A067BVI1_SAPPC,24142295,XP_012210663.1,,UPI00049E222B,695850,KDO18617.1,,XP_012210663.1,XP_012210663.1
A0A060S5U0,A0A060S5U0_PLARE,24533931,XP_012765720.1,,UPI0001B14C87,5854,CDO67142.1; KYN94328.1; SOV83463.1,,XP_012765720.1,XP_012765720.1
A0A151L5W1,A0A151L5W1_PLARE,24533932,XP_012765721.2,,UPI0007A89601,5854,KYN94329.1,,XP_012765721.2,XP_012765721.2
A0A066VSF8,A0A066VSF8_TILAU,25262535,XP_013242317.1,,UPI000461DDE0,1037660,KDN43218.1,,XP_013242317.1,XP_013242317.1
A0A066VX48,A0A066VX48_TILAU,25262179,XP_013243513.1,,UPI000461F8AD,1037660,KDN46302.1,,XP_013243513.1,XP_013243513.1
A0A067C1L0,A0A067C1L0_SAPPC,24133872,XP_012206303.1,,UPI00049C98D4,695850,KDO23015.1,,XP_012206303.1,XP_012206303.1
A0A060BHM8,A0A060BHM8_9CAUD,19524758,YP_009037356.1,,UPI00046C135F,1430444,AIA80000.1,,YP_009037356.1,YP_009037356.1
A0A060BI29,A0A060BI29_9CAUD,19524913,YP_009037512.1,,UPI00046C1077,1430444,AIA80155.1,,YP_009037512.1,YP_009037512.1
A0A060BMX7,A0A060BMX7_9CAUD,19524921,YP_009037520.1,,UPI00046BF596,1430444,AIA80163.1,,YP_009037520.1,YP_009037520.1
A0A068CCM1,A0A068CCM1_9CAUD,20283738,YP_009055470.1,,UPI000292D912,1505225,AID17963.1,,YP_009055470.1,YP_009055470.1
A0A068CDF8,A0A068CDF8_9CAUD,20283741,YP_009055473.1,,UPI000499E888,1505225,AID17966.1,,YP_009055473.1,YP_009055473.1
A0A067ZJD5,A0A067ZJD5_9CAUD,20284291,YP_009056727.1,,UPI0004A50B3E,1391224,AHV82844.1,,YP_009056727.1,YP_009056727.1
A0A067ZIY6,A0A067ZIY6_9CAUD,20284413,YP_009056728.1,,UPI0004A53A62,1391224,AHV82845.1,,YP_009056728.1,YP_009056728.1
A0A067ZJ39,A0A067ZJ39_9CAUD,20284402,YP_009056838.1,,UPI0004A509F4,1391224,AHV82955.1,,YP_009056838.1,YP_009056838.1
A0A068EQ14,A0A068EQ14_9CAUD,22109978,YP_009099320.1,,UPI00026DA672,1510440,AID50244.1,,YP_009099320.1,YP_009099320.1
A0A068CDI5,A0A068CDI5_9CAUD,22109453,YP_009099645.1,,UPI000499F1B5,1498228,AID18395.1,,YP_009099645.1,YP_009099645.1
A0A068A242,A0A068A242_9CAUD,22276119,YP_009103477.1,,UPI0001DD037C,1498220,AIA08817.1,,YP_009103477.1,YP_009103477.1
A0A067YBF7,A0A067YBF7_9CAUD,22474959,YP_009110732.1,,UPI0004A8781B,1151014,AGZ17747.1,,YP_009110732.1,YP_009110732.1
A0A067YBI1,A0A067YBI1_9CAUD,22474960,YP_009110733.1,,UPI0004A88073,1151014,AGZ17748.1,,YP_009110733.1,YP_009110733.1
A0A067YCK3,A0A067YCK3_9CAUD,22474961,YP_009110734.1,,UPI0004A879F7,1151014,AGZ17749.1,,YP_009110734.1,YP_009110734.1
A0A060BDN6,A0A060BDN6_9CAUD,19524759,YP_009037357.1,,UPI00046C017A,1430444,AIA80001.1,,YP_009037357.1,YP_009037357.1
A0A067CFJ7,A0A067CFJ7_SAPPC,24131084,XP_012203616.1,,UPI00049D9D68,695850,KDO25582.1,,XP_012203616.1,XP_012203616.1
A0A067CG98,A0A067CG98_SAPPC,24131083,XP_012203615.1,,UPI00049BB15C,695850,KDO25581.1,,XP_012203615.1,XP_012203615.1
A0A067C8T6,A0A067C8T6_SAPPC,24131082,XP_012203614.1,,UPI00049E08B5,695850,KDO25580.1,,XP_012203614.1,XP_012203614.1
A0A9P4A062,A0A9P4A062_BACOV,,WP_065763097.1,,UPI0008116C2E,28116,KAA3929890.1,,WP_065763097.1,WP_065763097.1
A0A068T3S8,A0A068T3S8_NEOGA,24261414,WP_065814458.1,,UPI0004A52B60,1028800,CDN52055.1,,WP_065814458.1,WP_065814458.1
A0A6M4GKB6,A0A6M4GKB6_SPHYA,,WP_066701788.1,,UPI0008375015,13690,QJR06177.1,,WP_066701788.1,WP_066701788.1
A0A1D8A7G1,A0A1D8A7G1_9SPHN,,WP_069708867.1,,UPI00084EF290,158500,AOR78045.1,,WP_069708867.1,WP_069708867.1
A0A1D8A9T8,A0A1D8A9T8_9SPHN,,WP_069709347.1,,UPI00084EF6CB,158500,AOR78883.1,,WP_069709347.1,WP_069709347.1
A0A1D8ACB3,A0A1D8ACB3_9SPHN,,WP_069709500.1,,UPI00084ED692,158500,AOR79758.1,,WP_069709500.1,WP_069709500.1
A0A014LWM0,A0A014LWM0_9GAMM,,WP_071995059.1,,UPI00044845A8,69222,EXU73991.1,,WP_071995059.1,WP_071995059.1
A0A1I4JY97,A0A1I4JY97_9GAMM,,WP_074777901.1,,UPI0008C904C9,653930,SER51518.1; SFL71187.1,,WP_074777901.1,WP_074777901.1
A0A977IDQ5,A0A977IDQ5_9ARCH,74688009,WP_075055733.1,,UPI0009465005,1034015,UVS69010.1,,WP_075055733.1,WP_075055733.1
A0A067CSX6,A0A067CSX6_SAPPC,24125367,XP_012196805.1,,UPI00049E8BC9,695850,KDO32350.1,,XP_012196805.1,XP_012196805.1
A0A067D0R1,A0A067D0R1_SAPPC,24125368,XP_012196806.1,,UPI00049B6686,695850,KDO32351.1,,XP_012196806.1,XP_012196806.1
A0A067CH53,A0A067CH53_SAPPC,24130710,XP_012203126.1,,UPI00049BD6F7,695850,KDO26132.1,,XP_012203126.1,XP_012203126.1
A0A067C5V0,A0A067C5V0_SAPPC,24130712,XP_012203128.1,,UPI00049CC7B0,695850,KDO26134.1,,XP_012203128.1,XP_012203128.1
A0A062V6C1,A0A062V6C1_9EURY,,WP_048091221.1,,UPI0004A0F992,1392998,KCZ71334.1,,KCZ71334.1,WP_048091221.1
A0A066WW85,A0A066WW85_9FLAO,,WP_035659860.1,,UPI0004A1087D,1492738,KDN54905.1,,KDN54905.1,WP_035659860.1
A0A062V3Z6,A0A062V3Z6_9EURY,,WP_048091219.1,,UPI00049F988C,1392998,KCZ71333.1,,KCZ71333.1,WP_048091219.1
A0A062UWE5,A0A062UWE5_9EURY,,WP_048091215.1,,UPI0004A14F5C,1392998,KCZ71331.1,,KCZ71331.1,WP_048091215.1
A0A031JEW3,A0A031JEW3_9SPHN,,WP_036530173.1,,UPI00044825B2,158500,AOR79691.1; EZP71260.1,,WP_036530173.1,WP_036530173.1
A0A066RQS2,A0A066RQS2_9GAMM,,WP_036757283.1,,UPI00049F27AF,1654360,KDM89723.1,,WP_036757283.1,WP_036757283.1
A0A031MH35,A0A031MH35_9GAMM,,WP_036988888.1,,UPI0004481A15,653930,SER60749.1; SFL65185.1,,WP_036988888.1,WP_036988888.1
A0A031IA26,A0A031IA26_9SPHN,,WP_037530242.1,,UPI000446B808,1470591,EZP57250.1,,WP_037530242.1,WP_037530242.1
A0A031IAT9,A0A031IAT9_9SPHN,,WP_037530710.1,,UPI00044CD8E0,1470591,EZP57545.1,,WP_037530710.1,WP_037530710.1
A0A031I7K1,A0A031I7K1_9SPHN,,WP_037531036.1,,UPI00044DC128,1470591,EZP56977.1,,WP_037531036.1,WP_037531036.1
A0A031HYZ4,A0A031HYZ4_9SPHN,,WP_037533618.1,,UPI00044CBAAD,1470591,EZP54208.1,,WP_037533618.1,WP_037533618.1
A0A031I1F1,A0A031I1F1_9SPHN,,WP_037533622.1,,UPI000449DC92,1470591,EZP54210.1,,WP_037533622.1,WP_037533622.1
A0A031I0D7,A0A031I0D7_9SPHN,,WP_037533734.1,,UPI00044AE692,1470591,EZP53875.1,,WP_037533734.1,WP_037533734.1
A0A031HV67,A0A031HV67_9SPHN,,WP_037534051.1,,UPI0004499889,1470591,EZP53224.1,,WP_037534051.1,WP_037534051.1
A0A061SUZ9,A0A061SUZ9_9RHOB,,WP_037904415.1,,UPI0004A06D3A,83219,KAJ04847.1,,WP_037904415.1,WP_037904415.1
A0A061SXW0,A0A061SXW0_9RHOB,,WP_037904455.1,,UPI0004A0D037,83219,KAJ04875.1,,WP_037904455.1,WP_037904455.1
A0A061SW19,A0A061SW19_9RHOB,,WP_037906980.1,,UPI0004A06CFE,83219,KAJ03715.1,,WP_037906980.1,WP_037906980.1
A0A031JQV5,A0A031JQV5_9SPHN,,WP_036528231.1,,UPI00044F29A3,158500,EZP79300.1,,WP_036528231.1,WP_036528231.1
A0A061SUF4,A0A061SUF4_9RHOB,72437666,WP_037907216.1,,UPI00049FCB79,83219,KAJ03353.1,,WP_037907216.1,WP_037907216.1
A0A061SKU0,A0A061SKU0_9RHOB,72438355,WP_037909547.1,,UPI0004A0BEC1,83219,KAJ02321.1,,WP_037909547.1,WP_037909547.1
A0A061SRU8,A0A061SRU8_9RHOB,,WP_037910039.1,,UPI00049F47CD,83219,KAJ02114.1,,WP_037910039.1,WP_037910039.1
A0A061SL05,A0A061SL05_9RHOB,,WP_037911444.1,,UPI0004A196BC,83219,KAJ01547.1,,WP_037911444.1,WP_037911444.1
A0A014LUR4,A0A014LUR4_9ACTN,,WP_037946949.1,,UPI000445DDA1,1158056,EXU69504.1,,WP_037946949.1,WP_037946949.1
A0A014N0B7,A0A014N0B7_9ACTN,,WP_037952775.1,,UPI00044DA96C,1158056,EXU67270.1,,WP_037952775.1,WP_037952775.1
A0A014MF47,A0A014MF47_9ACTN,,WP_037955743.1,,UPI000445B61E,1158056,EXU65653.1,,WP_037955743.1,WP_037955743.1
A0A014LJ85,A0A014LJ85_9ACTN,,WP_037955745.1,,UPI000449CF98,1158056,EXU65654.1,,WP_037955745.1,WP_037955745.1
A0A014MVL0,A0A014MVL0_9ACTN,,WP_037955748.1,,UPI0004518878,1158056,EXU65655.1,,WP_037955748.1,WP_037955748.1
A0A014MEV4,A0A014MEV4_9ACTN,,WP_037955985.1,,UPI0004490F7F,1158056,EXU65568.1,,WP_037955985.1,WP_037955985.1
A0A014MQ99,A0A014MQ99_9ACTN,,WP_037960879.1,,UPI000445E7B9,1158056,EXU63725.1,,WP_037960879.1,WP_037960879.1
A0A060DDF8,A0A060DDF8_9PROT,,WP_038528745.1,,UPI00049ABFE8,2970906,AIB12206.1,,WP_038528745.1,WP_038528745.1
A0A061SNR9,A0A061SNR9_9RHOB,,WP_037907219.1,,UPI00049F1199,83219,KAJ03356.1,,WP_037907219.1,WP_037907219.1
A0A060DP62,A0A060DP62_9PROT,,WP_038529553.1,,UPI00049AE774,2970906,AIB12699.1,,WP_038529553.1,WP_038529553.1
A0A031JQX8,A0A031JQX8_9SPHN,,WP_036528229.1,,UPI000447551C,158500,EZP79299.1,,WP_036528229.1,WP_036528229.1
A0A031JS09,A0A031JS09_9SPHN,,WP_036527052.1,,UPI00044BF2CD,158500,AOR79491.1; EZP80566.1,,WP_036527052.1,WP_036527052.1
A0A066WV93,A0A066WV93_9FLAO,,WP_035660520.1,,UPI00049EA2A7,1492738,KDN54600.1,,WP_035660520.1,WP_035660520.1
A0A066WL59,A0A066WL59_9FLAO,,WP_035660521.1,,UPI00049F2770,1492738,KDN54601.1,,WP_035660521.1,WP_035660521.1
A0A066WJB7,A0A066WJB7_9FLAO,,WP_035661411.1,,UPI00049EAB04,1492738,KDN54112.1,,KDN54112.1,WP_035661411.1
A0A066WJ43,A0A066WJ43_9FLAO,,WP_035661630.1,,UPI00049F4651,1492738,KDN54032.1,,WP_035661630.1,WP_035661630.1
A0A066Z085,A0A066Z085_9ACTN,,WP_035862464.1,,UPI0004A18A1A,1348663,KDN85649.1,,WP_035862464.1,WP_035862464.1
A0A066Z0W4,A0A066Z0W4_9ACTN,,WP_035864164.1,,UPI0004A0CCED,1348663,KDN83986.1,,WP_035864164.1,WP_035864164.1
A0A066YJT3,A0A066YJT3_9ACTN,,WP_035868184.1,,UPI00049EBDAD,1348663,KDN81713.1,,KDN81713.1,WP_035868184.1
A0A066YUY5,A0A066YUY5_9ACTN,,WP_035868186.1,,UPI00049EF9EF,1348663,KDN81715.1,,KDN81715.1,WP_035868186.1
A0A066YTG2,A0A066YTG2_9ACTN,,WP_035868928.1,,UPI0004A1788B,1348663,KDN81386.1,,WP_035868928.1,WP_035868928.1
A0A062VWQ2,A0A062VWQ2_9MICO,,WP_036277377.1,,UPI00046121DA,1479651,KDA06581.1,,WP_036277377.1,WP_036277377.1
A0A031JUD2,A0A031JUD2_9SPHN,,WP_036527057.1,,UPI00044AFEAD,158500,AOR79488.1; EZP80570.1,,WP_036527057.1,WP_036527057.1
A0A062VVS0,A0A062VVS0_9MICO,,WP_036277874.1,,UPI0004618944,1479651,KDA06246.1,,KDA06246.1,WP_036277874.1
A0A062VPJ9,A0A062VPJ9_9MICO,,WP_036280253.1,,UPI0004615CFF,1479651,KDA05429.1,,WP_036280253.1,WP_036280253.1
A0A069AD94,A0A069AD94_CLODI,,WP_021366646.1,,UPI00038DAC4C,1496,CDS87018.1; CDS87333.1; CDT82089.1,,WP_021366646.1,WP_021366646.1
A0A031FU57,A0A031FU57_9MICO,,WP_036311262.1,,UPI000450BEAF,273677,EZP27701.1,,WP_036311262.1,WP_036311262.1
A0A031FPW0,A0A031FPW0_9MICO,,WP_036313076.1,,UPI0004497A63,273677,EZP26196.1,,WP_036313076.1,WP_036313076.1
A0A031FRH7,A0A031FRH7_9MICO,,WP_036313086.1,,UPI0004501774,273677,EZP26200.1,,WP_036313086.1,WP_036313086.1
A0A031K5R8,A0A031K5R8_9SPHN,,WP_036522444.1,,UPI00044A1DD7,158500,EZP84328.1,,EZP84328.1,WP_036522444.1
A0A1D8A130,A0A1D8A130_9SPHN,,WP_036522905.1,,UPI0003154989,158500,AOR75845.1,,WP_036522905.1,WP_036522905.1
A0A031K4J5,A0A031K4J5_9SPHN,,WP_036522910.1,,UPI00044E9645,158500,AOR75848.1; EZP84846.1,,WP_036522910.1,WP_036522910.1
A0A031K2K4,A0A031K2K4_9SPHN,,WP_036524366.1,,UPI00044B6EC6,158500,EZP83253.1,,WP_036524366.1,WP_036524366.1
A0A031K2T5,A0A031K2T5_9SPHN,,WP_036525216.1,,UPI00044C262B,158500,AOR78917.1; EZP82902.1,,WP_036525216.1,WP_036525216.1
A0A031K176,A0A031K176_9SPHN,,WP_036525263.1,,UPI0004460E15,158500,AOR78880.1; EZP82949.1,,WP_036525263.1,WP_036525263.1
A0A031JY41,A0A031JY41_9SPHN,,WP_036526050.1,,UPI000447823E,158500,EZP81814.1,,EZP81814.1,WP_036526050.1
A0A031JSE6,A0A031JSE6_9SPHN,,WP_036526825.1,,UPI0004520980,158500,EZP80716.1,,WP_036526825.1,WP_036526825.1
A0A062VM75,A0A062VM75_9MICO,,WP_036280251.1,,UPI000460E89F,1479651,KDA05428.1,,WP_036280251.1,WP_036280251.1
A0A060DIU2,A0A060DIU2_9PROT,,WP_038529555.1,,UPI00049AD70D,2970906,AIB12700.1,,WP_038529555.1,WP_038529555.1
A0A068TFS2,A0A068TFS2_NEOGA,,WP_040123919.1,,UPI0004A5426E,1028801,CDN56896.1,,WP_040123919.1,WP_040123919.1
A0A068TFQ4,A0A068TFQ4_NEOGA,,WP_040124422.1,,UPI0004A5354B,1028801,CDN57297.1,,WP_040124422.1,WP_040124422.1
A0A0M2WHB9,A0A0M2WHB9_9BURK,,WP_046685832.1,,UPI000628277A,1649647,KKO61170.1,,WP_046685832.1,WP_046685832.1
A0A0M2WE89,A0A0M2WE89_9BURK,,WP_046685833.1,,UPI000627A775,1649647,KKO61171.1,,WP_046685833.1,WP_046685833.1
A0A2A2PEG3,A0A2A2PEG3_9PSED,,WP_047294224.1,,UPI00064252A0,321662,PAW53857.1,,WP_047294224.1,WP_047294224.1
A0A031GCZ7,A0A031GCZ7_9PSED,,WP_047596904.1,,UPI00044E8E19,1470589,EZP34356.1,,WP_047596904.1,WP_047596904.1
A0A031G9Q6,A0A031G9Q6_9PSED,,WP_047597672.1,,UPI000445B219,1470589,EZP33257.1,,WP_047597672.1,WP_047597672.1
A0A031G8T4,A0A031G8T4_9PSED,,WP_047597674.1,,UPI00044EF4E8,1470589,EZP33258.1,,WP_047597674.1,WP_047597674.1
A0A031G9R1,A0A031G9R1_9PSED,,WP_047597681.1,,UPI000446AB3E,1470589,EZP33262.1,,WP_047597681.1,WP_047597681.1
A0A031G9H3,A0A031G9H3_9PSED,,WP_047598417.1,,UPI00044B8AE1,1470589,EZP32545.1,,WP_047598417.1,WP_047598417.1
A0A031G5S1,A0A031G5S1_9PSED,,WP_047598458.1,,UPI0004481DBA,1470589,EZP32203.1,,WP_047598458.1,WP_047598458.1
A0A031G1B9,A0A031G1B9_9PSED,,WP_047599758.1,,UPI00044625A3,1470589,EZP30919.1,,WP_047599758.1,WP_047599758.1
A0A031FVL0,A0A031FVL0_9PSED,,WP_047600998.1,,UPI00044F9015,1470589,EZP28904.1,,WP_047600998.1,WP_047600998.1
A0A031FZ33,A0A031FZ33_9PSED,,WP_047600999.1,,UPI000452A964,1470589,EZP28905.1,,WP_047600999.1,WP_047600999.1
A0A031FXH8,A0A031FXH8_9PSED,,WP_047601000.1,,UPI00044EE0B9,1470589,EZP28906.1,,WP_047601000.1,WP_047601000.1
A0A0M2WNV3,A0A0M2WNV3_9BURK,,WP_046684251.1,,UPI0006279CBB,1649647,KKO63410.1,,WP_046684251.1,WP_046684251.1
A0A031FXE6,A0A031FXE6_9PSED,,WP_047601060.1,,UPI000448E247,1470589,EZP28962.1,,WP_047601060.1,WP_047601060.1
A0A031FQ95,A0A031FQ95_9PSED,,WP_047601782.1,,UPI000446CE27,1470589,EZP26472.1,,WP_047601782.1,WP_047601782.1
A0A062VBK2,A0A062VBK2_9EURY,,WP_048088263.1,,UPI00049FA4B0,1392998,KCZ73069.1,,KCZ73069.1,WP_048088263.1
A0A062VCT8,A0A062VCT8_9EURY,,WP_048088264.1,,UPI0004A08DD4,1392998,KCZ73070.1,,KCZ73070.1,WP_048088264.1
A0A062VDD7,A0A062VDD7_9EURY,,WP_048088543.1,,UPI0004A09FD5,1392998,KCZ73260.1,,WP_048088543.1,WP_048088543.1
A0A062VC93,A0A062VC93_9EURY,,WP_048088659.1,,UPI0004A177C9,1392998,KCZ73319.1,,WP_048088659.1,WP_048088659.1
A0A062V2J5,A0A062V2J5_9EURY,,WP_048088663.1,,UPI00049EF401,1392998,KCZ73321.1,,WP_048088663.1,WP_048088663.1
A0A062V9X1,A0A062V9X1_9EURY,,WP_048088667.1,,UPI0004A05E91,1392998,KCZ73323.1,,WP_048088667.1,WP_048088667.1
A0A062VA11,A0A062VA11_9EURY,,WP_048088711.1,,UPI0004A19F08,1392998,KCZ73353.1,,WP_048088711.1,WP_048088711.1
A0A062V8H3,A0A062V8H3_9EURY,,WP_048089084.1,,UPI0004A0453B,1392998,KCZ73592.1,,WP_048089084.1,WP_048089084.1
A0A062VEH7,A0A062VEH7_9EURY,,WP_048089094.1,,UPI00049EFCC7,1392998,KCZ73605.1,,WP_048089094.1,WP_048089094.1
A0A062V5I1,A0A062V5I1_9EURY,,WP_048089469.1,,UPI00049FE557,1392998,KCZ72577.1,,WP_048089469.1,WP_048089469.1
A0A062V7T9,A0A062V7T9_9EURY,,WP_048089563.1,,UPI0004A1069B,1392998,KCZ72643.1,,WP_048089563.1,WP_048089563.1
A0A062V5K3,A0A062V5K3_9EURY,,WP_048090873.1,,UPI0004A19758,1392998,KCZ71863.1,,WP_048090873.1,WP_048090873.1
A0A031FRW4,A0A031FRW4_9PSED,,WP_047601367.1,,UPI00044ED5D5,1470589,EZP27323.1,,WP_047601367.1,WP_047601367.1
A0A068QRI6,A0A068QRI6_9GAMM,,WP_045970148.1,,UPI0004A8562D,351671,CDG17404.1,,WP_045970148.1,WP_045970148.1
A0A068QNW8,A0A068QNW8_9GAMM,,WP_045968764.1,,UPI0004A85BFB,351671,CDG16479.1,,WP_045968764.1,WP_045968764.1
A0A068QPA5,A0A068QPA5_9GAMM,,WP_045968750.1,,UPI0004A86BAE,351671,CDG16471.1,,WP_045968750.1,WP_045968750.1
A0A068TJX1,A0A068TJX1_NEOGA,,WP_040125063.1,,UPI0004A515FE,1028801,CDN57840.1,,WP_040125063.1,WP_040125063.1
A0A068TIF8,A0A068TIF8_NEOGA,,WP_040125065.1,,UPI0004A52779,1028801,CDN57841.1,,WP_040125065.1,WP_040125065.1
A0A068TJ56,A0A068TJ56_NEOGA,,WP_040125444.1,,UPI0004A50695,1028801,CDN58111.1,,WP_040125444.1,WP_040125444.1
A0A068TIS1,A0A068TIS1_NEOGA,,WP_040125636.1,,UPI0004A51D99,1028801,CDN58342.1,,WP_040125636.1,WP_040125636.1
A0A068TJ22,A0A068TJ22_NEOGA,,WP_040125637.1,,UPI0004A53E94,1028801,CDN58343.1,,WP_040125637.1,WP_040125637.1
A0A068TIB9,A0A068TIB9_NEOGA,,WP_040125909.1,,UPI0004A51154,1028801,CDN58192.1,,WP_040125909.1,WP_040125909.1
A0A067Z755,A0A067Z755_GLUOY,56906544,WP_041112360.1,,UPI0004A83DDA,1288313,AHK72189.1,,WP_041112360.1,WP_041112360.1
A0A068EZW7,A0A068EZW7_GEODF,,WP_041267045.1,,UPI0000DCBA7F,316067,AID57972.1,,WP_041267045.1,WP_041267045.1
A0A068SZW0,A0A068SZW0_NEOGA,24259897,WP_041363800.1,,UPI0004A52E4D,1028800,CDN50740.1,,WP_041363800.1,WP_041363800.1
A0A068T0J6,A0A068T0J6_NEOGA,24260933,WP_041365115.1,,UPI0004A5303A,1028800,CDN51591.1,,WP_041365115.1,WP_041365115.1
A0A068T1T3,A0A068T1T3_NEOGA,24261415,WP_041365798.1,,UPI0004A5344E,1028800,CDN52054.1,,WP_041365798.1,WP_041365798.1
A0A068T0T2,A0A068T0T2_NEOGA,24260045,WP_041365802.1,,UPI0004A50BB6,1028800,CDN52057.1,,WP_041365802.1,WP_041365802.1
A0A068T2B7,A0A068T2B7_NEOGA,24260316,WP_041366072.1,,UPI0004A50F78,1028800,CDN52214.1,,WP_041366072.1,WP_041366072.1
A0A015U4J4,A0A015U4J4_BACFG,,WP_042971627.1,,UPI000452D9D1,1339316,EXY89712.1,,WP_042971627.1,WP_042971627.1
A0A014MRL7,A0A014MRL7_9BURK,,WP_043381916.1,,UPI000448B44A,1457173,EXU80739.1,,EXU80739.1,WP_043381916.1
A0A014MGC3,A0A014MGC3_9BURK,,WP_043381923.1,,UPI00044BDCE8,1457173,EXU80741.1,,EXU80741.1,WP_043381923.1
