Operon type	Target	AssemblyId	Gene direction	Gene start	Gene end	Relative gene start	Relative gene end	Protein family code	EntrzID	Protein name	Superkingdom	Phylum	Class	Order	Genus	Species
Type	EUK18068.1	GCA_000527695.1	+	399358	400626	1	1269	67	EUK18068.1	galactoside permease	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Commensalibacter	Commensalibacter papalotli (ex Servin-Garciduenas et al. 2014)
Type	EUK18068.1	GCA_000527695.1	+	397223	398848	1779	3404	0	EUK18067.1	glutamate synthase (NADPH) small subunit	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Commensalibacter	Commensalibacter papalotli (ex Servin-Garciduenas et al. 2014)
Type	EUK18068.1	GCA_000527695.1	+	393612	397220	3407	7015	0	EUK18066.1	pyruvate:ferredoxin oxidoreductase	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Commensalibacter	Commensalibacter papalotli (ex Servin-Garciduenas et al. 2014)
Type	EUK18068.1	GCA_000527695.1	+	392599	393609	7018	8028	0	EUK18065.1	Dihydroorotate dehydrogenase	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Commensalibacter	Commensalibacter papalotli (ex Servin-Garciduenas et al. 2014)
Type	EUK18068.1	GCA_000527695.1	+	388773	391859	8768	11854	0	EUK18064.1	outer membrane protein	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Commensalibacter	Commensalibacter papalotli (ex Servin-Garciduenas et al. 2014)

Type	WP_012770342.1	GCF_037136815.1	+	77053	77961	-5361	-4453	8	WP_027712474.1	formate dehydrogenase subunit beta	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya chrysanthemi
Type	WP_012770342.1	GCF_037136815.1	+	76419	77060	-4460	-3819	7	WP_336700810.1	formate dehydrogenase-N subunit gamma	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya chrysanthemi
Type	WP_012770342.1	GCF_037136815.1	+	74920	75942	-3342	-2320	65	WP_336700809.1	LacI family DNA-binding transcriptional regulator	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya chrysanthemi
Type	WP_012770342.1	GCF_037136815.1	+	72653	74782	-2182	-53	59	WP_336700808.1	alpha-galactosidase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya chrysanthemi
Type	WP_012770342.1	GCF_037136815.1	+	71319	72599	1	1281	67	WP_012770342.1	MFS transporter	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya chrysanthemi
Type	WP_012770342.1	GCF_037136815.1	+	70779	71216	1384	1821	10000	WCU58_RS11235	pseudogene	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya chrysanthemi
Type	WP_012770342.1	GCF_037136815.1	-	69848	70738	1862	2752	0	WP_336700807.1	DMT family transporter	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya chrysanthemi
Type	WP_012770342.1	GCF_037136815.1	-	69206	69844	2756	3394	0	WP_231389457.1	2OG-Fe(II) oxygenase family protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya chrysanthemi
Type	WP_012770342.1	GCF_037136815.1	-	68049	69170	3430	4551	0	WP_012770339.1	ThiF family adenylyltransferase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya chrysanthemi

Type	ACZ77400.1	GCA_000025065.1	+	2879391	2880314	-5060	-4137	8	ACZ77404.1	formate dehydrogenase%2C beta subunit	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya parazeae Ech586
Type	ACZ77400.1	GCA_000025065.1	+	2878757	2879398	-4144	-3503	7	ACZ77403.1	formate dehydrogenase%2C gamma subunit	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya parazeae Ech586
Type	ACZ77400.1	GCA_000025065.1	+	2877586	2878617	-3363	-2332	65	ACZ77402.1	transcriptional regulator%2C LacI family	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya parazeae Ech586
Type	ACZ77400.1	GCA_000025065.1	+	2875308	2877437	-2183	-54	59	ACZ77401.1	glycoside hydrolase clan GH-D	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya parazeae Ech586
Type	ACZ77400.1	GCA_000025065.1	+	2873973	2875253	1	1281	67	ACZ77400.1	oligosaccharide/H+ symporter%2C major facilitator superfamily (MFS)	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya parazeae Ech586
Type	ACZ77400.1	GCA_000025065.1	-	2873092	2873898	1356	2162	0	ACZ77399.1	peptidase C1A papain	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya parazeae Ech586
Type	ACZ77400.1	GCA_000025065.1	-	2864269	2872851	2403	10985	0	ACZ77398.1	glycosyltransferase 36	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya parazeae Ech586
Type	ACZ77400.1	GCA_000025065.1	-	2863558	2863788	11466	11696	0	ACZ77397.1	hypothetical protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya parazeae Ech586
Type	ACZ77400.1	GCA_000025065.1	-	2863275	2863508	11746	11979	0	ACZ77396.1	conserved hypothetical protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya parazeae Ech586

Type	ACS85132.1	GCA_000023545.1	+	1522455	1523363	-5380	-4472	8	ACS85136.1	formate dehydrogenase%2C beta subunit	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Musicola	Musicola paradisiaca Ech703
Type	ACS85132.1	GCA_000023545.1	+	1521821	1522462	-4479	-3838	7	ACS85135.1	formate dehydrogenase%2C gamma subunit	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Musicola	Musicola paradisiaca Ech703
Type	ACS85132.1	GCA_000023545.1	+	1520301	1521326	-3343	-2318	65	ACS85134.1	transcriptional regulator%2C LacI family	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Musicola	Musicola paradisiaca Ech703
Type	ACS85132.1	GCA_000023545.1	+	1518035	1520164	-2181	-52	59	ACS85133.1	glycoside hydrolase clan GH-D	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Musicola	Musicola paradisiaca Ech703
Type	ACS85132.1	GCA_000023545.1	+	1516702	1517982	1	1281	67	ACS85132.1	oligosaccharide/H+ symporter%2C major facilitator superfamily (MFS)	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Musicola	Musicola paradisiaca Ech703
Type	ACS85132.1	GCA_000023545.1	-	1515662	1516549	1434	2321	0	ACS85131.1	dihydrodipicolinate synthetase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Musicola	Musicola paradisiaca Ech703
Type	ACS85132.1	GCA_000023545.1	-	1515399	1515665	2318	2584	0	ACS85130.1	hypothetical protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Musicola	Musicola paradisiaca Ech703
Type	ACS85132.1	GCA_000023545.1	+	1514168	1515223	2760	3815	0	ACS85129.1	Zn-dependent hydrolase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Musicola	Musicola paradisiaca Ech703
Type	ACS85132.1	GCA_000023545.1	+	1512086	1513852	4131	5897	0	ACS85128.1	conserved hypothetical protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Musicola	Musicola paradisiaca Ech703

Type	A0A9J9GIQ1_ENT38	GCA_000016325.1	+	3744240	3745187	-4688	-3741	0	ABP62097.1	periplasmic binding protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter sp. 638
Type	A0A9J9GIQ1_ENT38	GCA_000016325.1	+	3743356	3744243	-3744	-2857	0	ABP62096.1	transcriptional regulator%2C RpiR family	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter sp. 638
Type	A0A9J9GIQ1_ENT38	GCA_000016325.1	-	3742516	3743355	-2856	-2017	27	ABP62095.1	transcriptional regulator%2C AraC family	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter sp. 638
Type	A0A9J9GIQ1_ENT38	GCA_000016325.1	+	3740532	3742349	-1850	-33	26	ABP62094.1	conserved hypothetical protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter sp. 638
Type	A0A9J9GIQ1_ENT38	GCA_000016325.1	+	3739230	3740498	1	1269	63	ABP62093.1	oligosaccharide/H+ symporter%2C major facilitator superfamily (MFS)	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter sp. 638
Type	A0A9J9GIQ1_ENT38	GCA_000016325.1	+	3738015	3739202	1297	2484	25	ABP62092.1	glycosyl hydrolase%2C family 88	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter sp. 638
Type	A0A9J9GIQ1_ENT38	GCA_000016325.1	-	3737606	3737920	2579	2893	24	ABP62091.1	Antibiotic biosynthesis monooxygenase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter sp. 638
Type	A0A9J9GIQ1_ENT38	GCA_000016325.1	-	3736995	3737576	2923	3504	0	ABP62090.1	NAD(P)H dehydrogenase (quinone)	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter sp. 638
Type	A0A9J9GIQ1_ENT38	GCA_000016325.1	-	3735543	3736889	3610	4956	0	ABP62089.1	integral membrane sensor signal transduction histidine kinase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter sp. 638

Type	A0A837FI48_9ENTR	GCA_000958155.1	+	91421	92002	-5452	-4871	0	KJM70132.1	esterase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter hormaechei subsp. xiangfangensis
Type	A0A837FI48_9ENTR	GCA_000958155.1	+	92031	93923	-4842	-2950	0	KJM70133.1	DNA topoisomerase IV subunit B	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter hormaechei subsp. xiangfangensis
Type	A0A837FI48_9ENTR	GCA_000958155.1	-	94025	94861	-2848	-2012	27	KJM70134.1	AraC family transcriptional regulator	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter hormaechei subsp. xiangfangensis
Type	A0A837FI48_9ENTR	GCA_000958155.1	+	95028	96842	-1845	-31	26	KJM70135.1	hypothetical protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter hormaechei subsp. xiangfangensis
Type	A0A837FI48_9ENTR	GCA_000958155.1	+	96874	98139	1	1266	63	KJM70136.1	MFS sugar transporter	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter hormaechei subsp. xiangfangensis
Type	A0A837FI48_9ENTR	GCA_000958155.1	+	98168	99355	1295	2482	25	KJM70137.1	glucuronyl hydrolase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter hormaechei subsp. xiangfangensis
Type	A0A837FI48_9ENTR	GCA_000958155.1	-	99368	99895	2495	3022	0	KJM70138.1	hypothetical protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter hormaechei subsp. xiangfangensis
Type	A0A837FI48_9ENTR	GCA_000958155.1	-	99935	100375	3062	3502	0	KJM70139.1	peptidoglycan-binding protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter hormaechei subsp. xiangfangensis
Type	A0A837FI48_9ENTR	GCA_000958155.1	-	100528	100842	3655	3969	24	KJM70140.1	quinol monooxygenase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter hormaechei subsp. xiangfangensis

Type	Q6D966_PECAS	GCA_000011605.1	-	830229	830876	-5190	-4543	61	CAG73671.1	putative membrane protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacterium	Pectobacterium atrosepticum SCRI1043
Type	Q6D966_PECAS	GCA_000011605.1	+	829202	829810	-4124	-3516	60	CAG73670.1	conserved hypothetical protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacterium	Pectobacterium atrosepticum SCRI1043
Type	Q6D966_PECAS	GCA_000011605.1	+	828144	829148	-3462	-2458	65	CAG73669.1	LysR-family raffinose operon repressor	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacterium	Pectobacterium atrosepticum SCRI1043
Type	Q6D966_PECAS	GCA_000011605.1	+	825780	827924	-2238	-94	59	CAG73668.1	alpha-galactosidase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacterium	Pectobacterium atrosepticum SCRI1043
Type	Q6D966_PECAS	GCA_000011605.1	+	824423	825685	1	1263	63	CAG73667.1	putative raffinose permease	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacterium	Pectobacterium atrosepticum SCRI1043
Type	Q6D966_PECAS	GCA_000011605.1	-	823054	824361	1325	2632	58	CAG73666.1	probable sugar ABC transporter%2C periplasmic binding protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacterium	Pectobacterium atrosepticum SCRI1043
Type	Q6D966_PECAS	GCA_000011605.1	-	821973	823061	2625	3713	57	CAG73665.1	probable sugar ABC transporter%2C ATP-binding protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacterium	Pectobacterium atrosepticum SCRI1043
Type	Q6D966_PECAS	GCA_000011605.1	-	821149	821973	3713	4537	56	CAG73664.1	putative calcineurin-like phosphoesterase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacterium	Pectobacterium atrosepticum SCRI1043
Type	Q6D966_PECAS	GCA_000011605.1	-	820003	820902	4784	5683	55	CAG73663.1	putative binding-protein-dependent transport system protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacterium	Pectobacterium atrosepticum SCRI1043

Type	C6D8X9_PECCP	GCA_000023605.1	-	740446	741093	-5169	-4522	61	ACT11691.1	channel protein%2C hemolysin III family	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacterium	Pectobacterium carotovorum subsp. carotovorum PC1
Type	C6D8X9_PECCP	GCA_000023605.1	+	739425	740033	-4109	-3501	60	ACT11690.1	metal dependent phosphohydrolase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacterium	Pectobacterium carotovorum subsp. carotovorum PC1
Type	C6D8X9_PECCP	GCA_000023605.1	+	738377	739381	-3457	-2453	65	ACT11689.1	transcriptional regulator%2C LacI family	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacterium	Pectobacterium carotovorum subsp. carotovorum PC1
Type	C6D8X9_PECCP	GCA_000023605.1	+	736017	738161	-2237	-93	59	ACT11688.1	glycoside hydrolase clan GH-D	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacterium	Pectobacterium carotovorum subsp. carotovorum PC1
Type	C6D8X9_PECCP	GCA_000023605.1	+	734661	735923	1	1263	63	ACT11687.1	oligosaccharide/H+ symporter%2C major facilitator superfamily (MFS)	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacterium	Pectobacterium carotovorum subsp. carotovorum PC1
Type	C6D8X9_PECCP	GCA_000023605.1	-	733307	734614	1310	2617	58	ACT11686.1	extracellular solute-binding protein family 1	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacterium	Pectobacterium carotovorum subsp. carotovorum PC1
Type	C6D8X9_PECCP	GCA_000023605.1	-	732226	733314	2610	3698	57	ACT11685.1	ABC transporter related	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacterium	Pectobacterium carotovorum subsp. carotovorum PC1
Type	C6D8X9_PECCP	GCA_000023605.1	-	731402	732226	3698	4522	56	ACT11684.1	metallophosphoesterase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacterium	Pectobacterium carotovorum subsp. carotovorum PC1
Type	C6D8X9_PECCP	GCA_000023605.1	-	730465	731364	4560	5459	55	ACT11683.1	binding-protein-dependent transport systems inner membrane component	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacterium	Pectobacterium carotovorum subsp. carotovorum PC1

Type	WP_004955457.1	GCF_000163595.1	+	581023	581493	-3920	-3450	20	WP_004955466.1	FKBP-type peptidyl-prolyl cis-trans isomerase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia odorifera
Type	WP_004955457.1	GCF_000163595.1	+	580089	581042	-3469	-2516	19	WP_004955463.1	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia odorifera
Type	WP_004955457.1	GCF_000163595.1	-	579170	580042	-2469	-1597	27	WP_004955461.1	AraC family transcriptional regulator	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia odorifera
Type	WP_004955457.1	GCF_000163595.1	+	577641	578948	-1375	-68	18	WP_004955459.1	alpha-glucosidase/alpha-galactosidase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia odorifera
Type	WP_004955457.1	GCF_000163595.1	+	576304	577572	1	1269	67	WP_004955457.1	MFS transporter	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia odorifera
Type	WP_004955457.1	GCF_000163595.1	+	575257	576078	1495	2316	17	WP_004955455.1	4-hydroxy-tetrahydrodipicolinate reductase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia odorifera
Type	WP_004955457.1	GCF_000163595.1	+	573639	574787	2786	3934	16	WP_039991178.1	glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia odorifera
Type	WP_004955457.1	GCF_000163595.1	+	570400	573621	3952	7173	15	WP_004955452.1	carbamoyl-phosphate synthase large subunit	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia odorifera
Type	WP_004955457.1	GCF_000163595.1	+	567933	570104	7469	9640	0	WP_039991175.1	ferric-rhodotorulic acid/ferric-coprogen receptor FhuE	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia odorifera

Type	AGB81004.1	GCA_000330865.1	+	696840	697310	-3952	-3482	20	AGB81000.1	FKBP-type peptidyl-prolyl cis-trans isomerase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia sp. FGI94
Type	AGB81004.1	GCA_000330865.1	+	697291	698244	-3501	-2548	19	AGB81001.1	(E)-4-hydroxy-3-methyl-but-2-enyl pyrophosphate reductase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia sp. FGI94
Type	AGB81004.1	GCA_000330865.1	-	698292	699188	-2500	-1604	27	AGB81002.1	DNA-binding domain-containing protein%2C AraC-type	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia sp. FGI94
Type	AGB81004.1	GCA_000330865.1	+	699411	700718	-1381	-74	18	AGB81003.1	family 4 glycosyl hydrolase%2C alpha-galactosidase/6-phospho-beta-glucosidase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia sp. FGI94
Type	AGB81004.1	GCA_000330865.1	+	700793	702055	1	1263	67	AGB81004.1	oligosaccharide:H+ symporter	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia sp. FGI94
Type	AGB81004.1	GCA_000330865.1	+	702209	703030	1417	2238	17	AGB81005.1	dihydrodipicolinate reductase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia sp. FGI94
Type	AGB81004.1	GCA_000330865.1	+	703501	704649	2709	3857	16	AGB81006.1	carbamoyl-phosphate synthase%2C small subunit	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia sp. FGI94
Type	AGB81004.1	GCA_000330865.1	+	704668	707892	3876	7100	15	AGB81007.1	carbamoyl-phosphate synthase%2C large subunit	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia sp. FGI94
Type	AGB81004.1	GCA_000330865.1	+	708026	708634	7234	7842	0	AGB81008.1	putative NADPH-quinone reductase (modulator of drug activity B)	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia sp. FGI94

Type	WP_004166538.1	GCF_001436795.1	-	103363	103527	-3401	-3237	0	WP_002830928.1	hypothetical protein	Bacteria	Bacillota	Bacilli	Lactobacillales	Pediococcus	Pediococcus acidilactici
Type	WP_004166538.1	GCF_001436795.1	+	102316	103170	-3044	-2190	0	WP_002830577.1	patatin family protein	Bacteria	Bacillota	Bacilli	Lactobacillales	Pediococcus	Pediococcus acidilactici
Type	WP_004166538.1	GCF_001436795.1	-	101377	102267	-2141	-1251	13	WP_002830578.1	metalloregulator ArsR/SmtB family transcription factor	Bacteria	Bacillota	Bacilli	Lactobacillales	Pediococcus	Pediococcus acidilactici
Type	WP_004166538.1	GCF_001436795.1	+	100137	101117	-991	-11	12	WP_004166540.1	glycoside hydrolase family 43 protein	Bacteria	Bacillota	Bacilli	Lactobacillales	Pediococcus	Pediococcus acidilactici
Type	WP_004166538.1	GCF_001436795.1	+	98875	100125	1	1251	67	WP_004166538.1	oligosaccharide MFS transporter	Bacteria	Bacillota	Bacilli	Lactobacillales	Pediococcus	Pediococcus acidilactici
Type	WP_004166538.1	GCF_001436795.1	-	97272	98570	1556	2854	0	WP_004166536.1	pyrimidine-nucleoside phosphorylase	Bacteria	Bacillota	Bacilli	Lactobacillales	Pediococcus	Pediococcus acidilactici
Type	WP_004166538.1	GCF_001436795.1	-	96299	97249	2877	3827	0	WP_002830919.1	sugar-binding transcriptional regulator	Bacteria	Bacillota	Bacilli	Lactobacillales	Pediococcus	Pediococcus acidilactici
Type	WP_004166538.1	GCF_001436795.1	-	95021	96286	3840	5105	6	WP_002830917.1	NCS2 family permease	Bacteria	Bacillota	Bacilli	Lactobacillales	Pediococcus	Pediococcus acidilactici
Type	WP_004166538.1	GCF_001436795.1	-	93712	94986	5140	6414	0	WP_004166534.1	nucleoside transporter C-terminal domain-containing protein	Bacteria	Bacillota	Bacilli	Lactobacillales	Pediococcus	Pediococcus acidilactici

Type	WP_070367577.1	GCF_001766745.1	+	140319	141029	-3575	-2865	0	WP_070367580.1	alpha/beta hydrolase	Bacteria	Bacillota	Bacilli	Lactobacillales	Lentilactobacillus	Lentilactobacillus sunkii
Type	WP_070367577.1	GCF_001766745.1	-	139637	140236	-2782	-2183	0	WP_225363457.1	hypothetical protein	Bacteria	Bacillota	Bacilli	Lactobacillales	Lentilactobacillus	Lentilactobacillus sunkii
Type	WP_070367577.1	GCF_001766745.1	-	138717	139607	-2153	-1263	13	WP_070367579.1	transcriptional regulator	Bacteria	Bacillota	Bacilli	Lactobacillales	Lentilactobacillus	Lentilactobacillus sunkii
Type	WP_070367577.1	GCF_001766745.1	+	137479	138444	-990	-25	12	WP_070367578.1	family 43 glycosylhydrolase	Bacteria	Bacillota	Bacilli	Lactobacillales	Lentilactobacillus	Lentilactobacillus sunkii
Type	WP_070367577.1	GCF_001766745.1	+	136161	137453	1	1293	67	WP_070367577.1	oligosaccharide MFS transporter	Bacteria	Bacillota	Bacilli	Lactobacillales	Lentilactobacillus	Lentilactobacillus sunkii
Type	WP_070367577.1	GCF_001766745.1	+	134633	136072	1382	2821	0	WP_176744906.1	alpha-N-arabinofuranosidase	Bacteria	Bacillota	Bacilli	Lactobacillales	Lentilactobacillus	Lentilactobacillus sunkii
Type	WP_070367577.1	GCF_001766745.1	-	132970	134538	2916	4484	0	WP_070367575.1	amidohydrolase	Bacteria	Bacillota	Bacilli	Lactobacillales	Lentilactobacillus	Lentilactobacillus sunkii
Type	WP_070367577.1	GCF_001766745.1	+	131650	132834	4620	5804	0	WP_070367574.1	DUF2075 domain-containing protein	Bacteria	Bacillota	Bacilli	Lactobacillales	Lentilactobacillus	Lentilactobacillus sunkii
Type	WP_070367577.1	GCF_001766745.1	+	131205	131567	5887	6249	0	WP_070367573.1	YxeA family protein	Bacteria	Bacillota	Bacilli	Lactobacillales	Lentilactobacillus	Lentilactobacillus sunkii

Type	H2J113_RAHAC	GCA_000241955.1	+	3814761	3815927	-6883	-5717	54	AEX53395.1	3-phosphoglycerate kinase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	H2J113_RAHAC	GCA_000241955.1	+	3813555	3814634	-5590	-4511	53	AEX53394.1	fructose-bisphosphate aldolase%2C class II	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	H2J113_RAHAC	GCA_000241955.1	+	3812337	3813419	-4375	-3293	65	AEX53393.1	transcriptional regulator	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	H2J113_RAHAC	GCA_000241955.1	+	3809104	3812202	-3158	-60	64	AEX53392.1	beta-galactosidase/beta-glucuronidase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	H2J113_RAHAC	GCA_000241955.1	+	3807775	3809043	1	1269	63	AEX53391.1	oligosaccharide:H+ symporter	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	H2J113_RAHAC	GCA_000241955.1	+	3806751	3807638	1406	2293	52	AEX53390.1	small-conductance mechanosensitive channel	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	H2J113_RAHAC	GCA_000241955.1	+	3805950	3806567	2477	3094	51	AEX53389.1	L-lysine exporter	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	H2J113_RAHAC	GCA_000241955.1	+	3805112	3805846	3198	3932	50	AEX53388.1	hypothetical protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071
Type	H2J113_RAHAC	GCA_000241955.1	+	3802087	3804876	4168	6957	0	AEX53387.1	Peptidase M66	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aquatilis CIP 78.65 = ATCC 33071

Type	ADW75107.1	GCA_000187705.1	+	3803136	3804299	-6884	-5721	54	ADW75111.1	Phosphoglycerate kinase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aceris
